Date_Time2,Year,Air_T,Water_T,S
03.06.2013 6:00,2013,13.7,10.4,NA
03.06.2013 12:00,2013,15.6,11.5,NA
03.06.2013 18:00,2013,15.5,12.7,NA
04.06.2013 0:00,2013,14.6,12.9,NA
04.06.2013 6:00,2013,13.2,12.5,NA
04.06.2013 12:00,2013,15.9,12,NA
04.06.2013 18:00,2013,16.8,12.1,NA
05.06.2013 0:00,2013,11.4,12.6,NA
05.06.2013 6:00,2013,8.3,12.1,NA
05.06.2013 12:00,2013,10,12.5,NA
05.06.2013 18:00,2013,13.5,11.8,NA
06.06.2013 0:00,2013,9,11.9,NA
06.06.2013 6:00,2013,7.8,12,NA
06.06.2013 12:00,2013,11.5,12.1,NA
06.06.2013 18:00,2013,13.4,12.3,NA
07.06.2013 0:00,2013,10.4,13,NA
07.06.2013 6:00,2013,8.1,11.5,NA
07.06.2013 12:00,2013,12.4,12.5,NA
07.06.2013 18:00,2013,13.4,13.8,NA
08.06.2013 0:00,2013,11.2,13.7,NA
08.06.2013 6:00,2013,10.5,12.4,NA
08.06.2013 12:00,2013,14.3,13.3,NA
08.06.2013 18:00,2013,13.4,13.7,NA
09.06.2013 0:00,2013,12,13.1,NA
09.06.2013 6:00,2013,10.4,11.1,NA
09.06.2013 12:00,2013,15.4,12.1,NA
09.06.2013 18:00,2013,16.5,12.3,NA
10.06.2013 0:00,2013,13.4,12.6,NA
10.06.2013 6:00,2013,11.7,12.1,NA
10.06.2013 12:00,2013,16.8,13.5,NA
10.06.2013 18:00,2013,15.2,12.6,NA
11.06.2013 0:00,2013,12.8,13.3,NA
11.06.2013 6:00,2013,8.5,13.1,NA
11.06.2013 12:00,2013,7.7,12.7,NA
11.06.2013 18:00,2013,7.7,11.8,NA
12.06.2013 0:00,2013,6.2,11.5,NA
12.06.2013 6:00,2013,5.1,10.8,NA
12.06.2013 12:00,2013,9.1,11,NA
12.06.2013 18:00,2013,10.3,11.7,NA
13.06.2013 0:00,2013,6.9,10.5,NA
13.06.2013 6:00,2013,5.3,10.6,NA
13.06.2013 12:00,2013,10.8,11.1,NA
13.06.2013 18:00,2013,14,11.3,NA
14.06.2013 0:00,2013,11,10.1,NA
14.06.2013 6:00,2013,9.6,9.8,NA
14.06.2013 12:00,2013,14.4,11.2,NA
14.06.2013 18:00,2013,12.9,10.2,NA
15.06.2013 0:00,2013,10.7,11.1,NA
15.06.2013 6:00,2013,10.5,9.7,NA
15.06.2013 12:00,2013,13.3,9.2,NA
15.06.2013 18:00,2013,14.2,10.1,NA
16.06.2013 0:00,2013,10,11,NA
16.06.2013 6:00,2013,8.5,10.3,NA
16.06.2013 12:00,2013,13.1,11.7,NA
16.06.2013 18:00,2013,12.4,12.3,NA
17.06.2013 0:00,2013,10.7,12.1,NA
17.06.2013 6:00,2013,10.4,10.1,NA
17.06.2013 12:00,2013,12,10.3,NA
17.06.2013 18:00,2013,12.8,10.2,NA
18.06.2013 0:00,2013,9.9,10.6,NA
18.06.2013 6:00,2013,8.8,10.3,NA
18.06.2013 12:00,2013,9.5,10.3,NA
18.06.2013 18:00,2013,11.7,10.5,NA
19.06.2013 0:00,2013,9.6,10.6,NA
19.06.2013 6:00,2013,7.5,10.5,NA
19.06.2013 12:00,2013,10.6,11.3,NA
19.06.2013 18:00,2013,12,13.8,NA
20.06.2013 0:00,2013,10.7,13,NA
20.06.2013 6:00,2013,10.7,12.2,NA
20.06.2013 12:00,2013,13,12.1,NA
20.06.2013 18:00,2013,12.9,13.3,NA
21.06.2013 0:00,2013,12,12.7,NA
21.06.2013 6:00,2013,11.5,12.4,NA
21.06.2013 12:00,2013,14,12.5,NA
21.06.2013 18:00,2013,13.4,14.1,NA
22.06.2013 0:00,2013,12.9,12.4,NA
22.06.2013 6:00,2013,12.5,13,NA
22.06.2013 12:00,2013,16.4,13.5,NA
22.06.2013 18:00,2013,16.6,14.8,NA
23.06.2013 0:00,2013,14.7,13.1,NA
23.06.2013 6:00,2013,13.7,12.7,NA
23.06.2013 12:00,2013,15.8,13.4,NA
23.06.2013 18:00,2013,17.4,14,NA
24.06.2013 0:00,2013,16.5,12.1,NA
24.06.2013 6:00,2013,14,12,NA
24.06.2013 12:00,2013,20.3,15.3,NA
24.06.2013 18:00,2013,19.1,12.4,NA
25.06.2013 0:00,2013,16.1,14.3,NA
25.06.2013 6:00,2013,14.9,12.8,NA
25.06.2013 12:00,2013,20.5,16.8,NA
25.06.2013 18:00,2013,19.9,17.4,NA
26.06.2013 0:00,2013,17.4,14.1,NA
26.06.2013 6:00,2013,16.1,13.6,NA
26.06.2013 12:00,2013,23.2,13.8,NA
26.06.2013 18:00,2013,25.6,14.5,NA
27.06.2013 0:00,2013,17.7,14.2,NA
27.06.2013 6:00,2013,13.4,14.4,NA
27.06.2013 12:00,2013,17.2,15.2,NA
27.06.2013 18:00,2013,15.9,15,NA
28.06.2013 0:00,2013,14.4,15,NA
28.06.2013 6:00,2013,13.5,14.3,NA
28.06.2013 12:00,2013,13.6,14.3,NA
28.06.2013 18:00,2013,15.1,13.8,NA
29.06.2013 0:00,2013,14.3,14.2,NA
29.06.2013 6:00,2013,14.2,12.6,NA
29.06.2013 12:00,2013,15.7,14,NA
29.06.2013 18:00,2013,16.4,14.7,NA
30.06.2013 0:00,2013,14.7,12.5,NA
30.06.2013 6:00,2013,15.4,13.1,NA
30.06.2013 12:00,2013,17.4,13.8,NA
30.06.2013 18:00,2013,18.6,16,NA
01.07.2013 0:00,2013,16.3,15.2,NA
01.07.2013 6:00,2013,16.2,13.3,NA
01.07.2013 12:00,2013,17.2,15.4,NA
01.07.2013 18:00,2013,19.4,16.5,NA
02.07.2013 0:00,2013,17.4,15.4,NA
02.07.2013 6:00,2013,15.1,14.1,NA
02.07.2013 12:00,2013,18.6,15.6,NA
02.07.2013 18:00,2013,20.1,15.9,NA
03.07.2013 0:00,2013,18.4,15.2,NA
03.07.2013 6:00,2013,16.4,14.7,NA
03.07.2013 12:00,2013,19.7,15.9,NA
03.07.2013 18:00,2013,18.7,18.2,NA
04.07.2013 0:00,2013,17.1,15.3,NA
04.07.2013 6:00,2013,16.3,14.7,NA
04.07.2013 12:00,2013,20.4,15.8,NA
04.07.2013 18:00,2013,21.4,17,NA
05.07.2013 0:00,2013,19.2,16.5,NA
05.07.2013 6:00,2013,17.1,16.5,NA
05.07.2013 12:00,2013,18.6,16.7,NA
05.07.2013 18:00,2013,19.7,17.8,NA
06.07.2013 0:00,2013,18.2,15.9,14
06.07.2013 6:00,2013,16.7,14.5,13
06.07.2013 12:00,2013,21.8,16.8,NA
06.07.2013 18:00,2013,20.4,15.8,16
07.07.2013 0:00,2013,14.2,15,16
07.07.2013 6:00,2013,13.4,15.5,15
07.07.2013 12:00,2013,18.4,15.8,15
07.07.2013 18:00,2013,18.6,18.7,15
08.07.2013 0:00,2013,17.2,18,14
08.07.2013 6:00,2013,15.6,17.5,15
08.07.2013 12:00,2013,19.9,15.7,16
08.07.2013 18:00,2013,20.7,16,NA
09.07.2013 0:00,2013,15.6,15.4,15
09.07.2013 6:00,2013,11.7,15.4,15
09.07.2013 12:00,2013,18.1,16.4,16
09.07.2013 18:00,2013,18.5,13.1,16
10.07.2013 0:00,2013,13.4,14.9,13
10.07.2013 6:00,2013,13,14.5,15
10.07.2013 12:00,2013,16.3,14.1,15
10.07.2013 18:00,2013,16.3,13.8,17
11.07.2013 0:00,2013,12.2,14,15
11.07.2013 6:00,2013,8.9,13.2,17
11.07.2013 12:00,2013,15.8,13.5,17
11.07.2013 18:00,2013,17.6,13.4,20
12.07.2013 0:00,2013,12.4,13.3,17
12.07.2013 6:00,2013,11.1,12.6,17
12.07.2013 12:00,2013,13.2,10.6,14
12.07.2013 18:00,2013,16.8,12.6,NA
13.07.2013 0:00,2013,10.7,11.3,15
13.07.2013 6:00,2013,8.6,11.5,13
13.07.2013 12:00,2013,14.7,12.5,20
13.07.2013 18:00,2013,15.2,12.7,19
14.07.2013 0:00,2013,14,10.4,20
14.07.2013 6:00,2013,13,10.2,20
14.07.2013 12:00,2013,14.4,12.8,19
14.07.2013 18:00,2013,19.8,8.4,20
15.07.2013 0:00,2013,14.1,9,19
15.07.2013 6:00,2013,10.5,9.7,23
15.07.2013 12:00,2013,15.3,10.8,22
15.07.2013 18:00,2013,14.4,11.7,22
16.07.2013 0:00,2013,13.4,12.3,23
16.07.2013 6:00,2013,12.7,11.4,21
16.07.2013 12:00,2013,13.3,11.6,20
16.07.2013 18:00,2013,14.2,10.9,NA
17.07.2013 0:00,2013,14.2,11.4,18
17.07.2013 6:00,2013,12,11.5,22
17.07.2013 12:00,2013,12.1,12,22
17.07.2013 18:00,2013,13.4,11.8,23
18.07.2013 0:00,2013,10.7,11.9,25
18.07.2013 6:00,2013,10.1,11.6,24
18.07.2013 12:00,2013,13.8,12.1,24
18.07.2013 18:00,2013,14.8,12.4,23
19.07.2013 0:00,2013,12,12.4,20
19.07.2013 6:00,2013,11.7,12.3,20
19.07.2013 12:00,2013,12.5,12.2,20
19.07.2013 18:00,2013,13.6,12.5,20
20.07.2013 0:00,2013,10.7,12.5,NA
20.07.2013 6:00,2013,10.9,12.3,13
20.07.2013 12:00,2013,15.1,12.6,20
20.07.2013 18:00,2013,17.8,12.8,19
21.07.2013 0:00,2013,14.2,13.5,15
21.07.2013 6:00,2013,13.2,12,19
21.07.2013 12:00,2013,14.6,12.5,20
21.07.2013 18:00,2013,16.6,12.6,20
22.07.2013 0:00,2013,14,12.8,NA
22.07.2013 6:00,2013,13,11.8,20
22.07.2013 12:00,2013,14.7,12.2,20
22.07.2013 18:00,2013,16.2,11.8,21
23.07.2013 0:00,2013,11.6,11.5,21
23.07.2013 6:00,2013,10.7,10.6,21
23.07.2013 12:00,2013,17.2,10.8,21
23.07.2013 18:00,2013,18.8,10.2,22
24.07.2013 0:00,2013,14,11.4,22
24.07.2013 6:00,2013,10.7,10.2,20
24.07.2013 12:00,2013,15.7,11.1,20
24.07.2013 18:00,2013,20.3,11.9,20
25.07.2013 0:00,2013,13.2,12.1,21
25.07.2013 6:00,2013,10.2,11.8,21
25.07.2013 12:00,2013,17.9,13,23
25.07.2013 18:00,2013,18.6,15.2,23
26.07.2013 0:00,2013,13.5,12.7,22
26.07.2013 6:00,2013,11.4,12.4,20
26.07.2013 12:00,2013,19.1,14.2,21
26.07.2013 18:00,2013,23.4,13.2,20
27.07.2013 0:00,2013,14.8,13.7,20
27.07.2013 6:00,2013,11.7,12.8,21
27.07.2013 12:00,2013,17.8,13.7,21
27.07.2013 18:00,2013,19.7,15.1,22
28.07.2013 0:00,2013,13.5,12.3,20
28.07.2013 6:00,2013,12.2,13.1,21
28.07.2013 12:00,2013,19.2,13.2,21
28.07.2013 18:00,2013,21.2,15.6,21
29.07.2013 0:00,2013,16.2,13.5,20
29.07.2013 6:00,2013,13,13.7,20
29.07.2013 12:00,2013,19.1,15.4,20
29.07.2013 18:00,2013,17.5,17.3,20
30.07.2013 0:00,2013,16.1,16.5,20
30.07.2013 6:00,2013,15.1,16,20
30.07.2013 12:00,2013,17.9,16.5,20
30.07.2013 18:00,2013,18.2,18,20
31.07.2013 0:00,2013,16.2,16.8,20
31.07.2013 6:00,2013,16.3,16.5,20
31.07.2013 12:00,2013,18.1,15.7,20
31.07.2013 18:00,2013,20.1,17.9,20
01.08.2013 0:00,2013,15.7,16.2,20
01.08.2013 6:00,2013,15.9,15.2,19
01.08.2013 12:00,2013,19.4,15.6,19
01.08.2013 18:00,2013,17.4,16.2,20
02.08.2013 0:00,2013,13.4,16,19
02.08.2013 6:00,2013,14.4,15.4,19
02.08.2013 12:00,2013,20.9,16.7,19
02.08.2013 18:00,2013,23.6,19.5,19
03.08.2013 0:00,2013,15.2,17.9,17
03.08.2013 6:00,2013,15.3,17.2,17
03.08.2013 12:00,2013,19.6,18.5,16
03.08.2013 18:00,2013,22.4,19.8,17
04.08.2013 0:00,2013,16.4,18.9,17
04.08.2013 6:00,2013,13.5,17.2,18
04.08.2013 12:00,2013,20,18.3,18
04.08.2013 18:00,2013,22.5,19.2,17
05.08.2013 0:00,2013,19,19,17
05.08.2013 6:00,2013,16.6,17.3,19
05.08.2013 12:00,2013,21.1,19.1,19
05.08.2013 18:00,2013,21.8,18.5,19
06.08.2013 0:00,2013,18.8,17.5,19
06.08.2013 6:00,2013,16,18,19
06.08.2013 12:00,2013,20.3,18.4,19
06.08.2013 18:00,2013,21.4,20,18
07.08.2013 0:00,2013,16.9,18,18
07.08.2013 6:00,2013,13.7,17.5,19
07.08.2013 12:00,2013,21.1,18.8,19
07.08.2013 18:00,2013,21.7,18.2,19
08.08.2013 0:00,2013,16.7,19.4,18
08.08.2013 6:00,2013,18.8,18.2,16
08.08.2013 12:00,2013,20.6,18.7,19
08.08.2013 18:00,2013,21.9,19.2,18
09.08.2013 0:00,2013,14.9,16.8,20
09.08.2013 6:00,2013,13.5,17.3,19
09.08.2013 12:00,2013,16.1,17.3,19
09.08.2013 18:00,2013,17.1,17.6,18
10.08.2013 0:00,2013,13.8,17.3,19
10.08.2013 6:00,2013,12.2,16.7,20
10.08.2013 12:00,2013,17.4,16.8,18
10.08.2013 18:00,2013,19.2,17.5,16
11.08.2013 0:00,2013,10.9,16.9,17
11.08.2013 6:00,2013,10.7,16.2,18
11.08.2013 12:00,2013,16.8,16.8,18
11.08.2013 18:00,2013,16.5,16.4,19
12.08.2013 0:00,2013,13.8,16.6,17
12.08.2013 6:00,2013,11.9,14.3,20
12.08.2013 12:00,2013,15.4,14.9,20
12.08.2013 18:00,2013,16.4,15.5,20
13.08.2013 0:00,2013,12,14.5,19
13.08.2013 6:00,2013,8.4,14.7,19
13.08.2013 12:00,2013,16.6,15.1,19
13.08.2013 18:00,2013,18.6,16.2,18
14.08.2013 0:00,2013,14.9,15.3,NA
14.08.2013 6:00,2013,10,15.3,18
14.08.2013 12:00,2013,17.4,15.8,18
14.08.2013 18:00,2013,21.9,16.5,18
15.08.2013 0:00,2013,15,16.9,17
15.08.2013 6:00,2013,13.4,16.2,17
15.08.2013 12:00,2013,14.7,15.7,18
15.08.2013 18:00,2013,17.4,15.8,19
16.08.2013 0:00,2013,14.2,16,20
16.08.2013 6:00,2013,13.5,15.7,20
16.08.2013 12:00,2013,15.6,15.7,20
16.08.2013 18:00,2013,16.8,16,20
17.08.2013 0:00,2013,10.4,15.4,18
17.08.2013 6:00,2013,8.5,14.6,17
17.08.2013 12:00,2013,14.8,15.7,17
17.08.2013 18:00,2013,18.3,16.7,17
18.08.2013 0:00,2013,16.4,16,16
18.08.2013 6:00,2013,14.8,15.7,16
18.08.2013 12:00,2013,18.2,14.8,17
18.08.2013 18:00,2013,20.3,16.1,17
19.08.2013 0:00,2013,16.6,15.9,17
19.08.2013 6:00,2013,15.8,15.5,17
19.08.2013 12:00,2013,17.8,15.9,18
19.08.2013 18:00,2013,20.2,16.3,18
20.08.2013 0:00,2013,16.9,16.1,NA
20.08.2013 6:00,2013,15.1,15,NA
20.08.2013 12:00,2013,19.2,15.4,NA
01.06.2014 0:00,2014,8.3516,6.8819,NA
01.06.2014 6:00,2014,7.913,7.1954,NA
01.06.2014 12:00,2014,11.6083,6.5057,NA
01.06.2014 18:00,2014,9.4164,6.6938,NA
02.06.2014 0:00,2014,6.4094,9.2016,NA
02.06.2014 6:00,2014,4.404,6.5057,NA
02.06.2014 12:00,2014,11.0447,8.0105,NA
02.06.2014 18:00,2014,12.1718,10.1417,NA
03.06.2014 0:00,2014,9.0406,8.512,NA
03.06.2014 6:00,2014,6.4094,5.8785,NA
03.06.2014 12:00,2014,10.7316,8.1986,NA
03.06.2014 18:00,2014,11.483,10.3923,NA
04.06.2014 0:00,2014,9.7296,7.2582,NA
04.06.2014 6:00,2014,7.7251,7.1954,NA
04.06.2014 12:00,2014,12.6727,7.509,NA
04.06.2014 18:00,2014,14.5506,7.7597,NA
05.06.2014 0:00,2014,11.9214,8.4494,NA
05.06.2014 6:00,2014,11.2952,8.6374,NA
05.06.2014 12:00,2014,12.1092,10.643,NA
05.06.2014 18:00,2014,14.5506,12.272,NA
06.06.2014 0:00,2014,9.9175,9.2642,NA
06.06.2014 6:00,2014,9.4164,11.019,NA
06.06.2014 12:00,2014,10.2306,10.5803,NA
06.06.2014 18:00,2014,12.3596,12.8358,NA
07.06.2014 0:00,2014,11.17,10.643,NA
07.06.2014 6:00,2014,12.5475,10.7057,NA
07.06.2014 12:00,2014,15.6772,10.8937,NA
07.06.2014 18:00,2014,16.8662,11.7708,NA
08.06.2014 0:00,2014,14.8636,11.3323,NA
08.06.2014 6:00,2014,11.17,12.2094,NA
08.06.2014 12:00,2014,11.984,11.4576,NA
08.06.2014 18:00,2014,17.0539,11.7708,NA
09.06.2014 0:00,2014,10.6064,10.455,NA
09.06.2014 6:00,2014,5.4068,11.0816,NA
09.06.2014 12:00,2014,8.6648,11.019,NA
09.06.2014 18:00,2014,10.7942,10.7057,NA
10.06.2014 0:00,2014,8.978,14.5268,NA
10.06.2014 6:00,2014,8.2263,10.455,NA
10.06.2014 12:00,2014,12.8605,12.0841,NA
10.06.2014 18:00,2014,14.6132,13.3369,NA
11.06.2014 0:00,2014,9.9801,11.3949,NA
11.06.2014 6:00,2014,10.0427,13.2116,NA
11.06.2014 12:00,2014,14.6132,13.2116,NA
11.06.2014 18:00,2014,16.9287,14.1511,NA
12.06.2014 0:00,2014,12.8605,11.6455,NA
12.06.2014 6:00,2014,9.5417,10.3297,NA
12.06.2014 12:00,2014,14.5506,11.8961,NA
12.06.2014 18:00,2014,14.801,10.9563,NA
13.06.2014 0:00,2014,13.1109,11.2696,NA
13.06.2014 6:00,2014,12.6727,11.3323,NA
13.06.2014 12:00,2014,13.3613,10.7057,NA
13.06.2014 18:00,2014,8.2263,11.6455,NA
14.06.2014 0:00,2014,6.1587,11.3323,NA
14.06.2014 6:00,2014,5.1561,11.1443,NA
14.06.2014 12:00,2014,8.79,11.8335,NA
14.06.2014 18:00,2014,10.2306,11.2696,NA
15.06.2014 0:00,2014,6.5974,10.455,20
15.06.2014 6:00,2014,5.9081,10.831,NA
15.06.2014 12:00,2014,13.2987,11.2696,NA
15.06.2014 18:00,2014,12.0466,11.5202,21
16.06.2014 0:00,2014,8.79,11.207,21
16.06.2014 6:00,2014,7.3492,10.831,NA
16.06.2014 12:00,2014,11.2952,10.079,NA
16.06.2014 18:00,2014,11.7961,11.207,NA
17.06.2014 0:00,2014,7.7251,7.8851,21
17.06.2014 6:00,2014,4.592,9.703,21
17.06.2014 12:00,2014,8.1636,8.6374,NA
17.06.2014 18:00,2014,9.4164,8.5747,22
18.06.2014 0:00,2014,6.0961,7.1327,24
18.06.2014 6:00,2014,4.9054,8.0105,23
18.06.2014 12:00,2014,8.9153,7.3836,NA
18.06.2014 18:00,2014,9.0406,8.4494,24
19.06.2014 0:00,2014,6.4094,7.1973,24
19.06.2014 6:00,2014,4.5294,7.5716,24
19.06.2014 12:00,2014,7.913,7.2582,23
19.06.2014 18:00,2014,9.479,8.1359,23
20.06.2014 0:00,2014,6.2214,7.3209,24
20.06.2014 6:00,2014,6.0334,07.07,23
20.06.2014 12:00,2014,6.0961,6.9446,23
20.06.2014 18:00,2014,8.5395,6.8819,23
21.06.2014 0:00,2014,6.2214,6.8192,24
21.06.2014 6:00,2014,5.5321,07.07,23
21.06.2014 12:00,2014,8.3516,7.1954,23
21.06.2014 18:00,2014,11.984,8.6374,24
22.06.2014 0:00,2014,7.5372,7.3836,23
22.06.2014 6:00,2014,5.7828,6.8192,24
22.06.2014 12:00,2014,10.9821,6.9446,24
22.06.2014 18:00,2014,15.552,7.2582,24
23.06.2014 0:00,2014,10.8569,7.3836,24
23.06.2014 6:00,2014,10.168,7.697,24
23.06.2014 12:00,2014,18.3677,7.5716,NA
23.06.2014 18:00,2014,17.5544,8.4494,23
24.06.2014 0:00,2014,9.2911,7.697,23
24.06.2014 6:00,2014,5.4068,7.697,24
24.06.2014 12:00,2014,9.6669,7.8224,24
24.06.2014 18:00,2014,9.6669,8.324,24
25.06.2014 0:00,2014,5.2188,8.0105,24
25.06.2014 6:00,2014,4.1533,7.509,24
25.06.2014 12:00,2014,8.978,7.8851,24
25.06.2014 18:00,2014,12.7979,7.3836,24
26.06.2014 0:00,2014,7.3492,6.6311,NA
26.06.2014 6:00,2014,5.4694,6.443,24
26.06.2014 12:00,2014,9.0406,7.6343,24
26.06.2014 18:00,2014,11.1073,6.6311,24
27.06.2014 0:00,2014,5.7828,7.1973,25
27.06.2014 6:00,2014,4.9681,6.5684,24
27.06.2014 12:00,2014,8.2889,6.8819,NA
27.06.2014 18:00,2014,9.479,6.8819,25
28.06.2014 0:00,2014,7.5372,7.1973,25
28.06.2014 6:00,2014,5.9708,6.5684,25
28.06.2014 12:00,2014,7.0986,6.3175,25
28.06.2014 18:00,2014,11.7961,7.4463,24
29.06.2014 0:00,2014,7.0359,5.8785,25
29.06.2014 6:00,2014,5.4068,7.1973,24
29.06.2014 12:00,2014,11.483,7.8851,24
29.06.2014 18:00,2014,11.7335,8.1986,24
30.06.2014 0:00,2014,11.0447,8.0105,25
30.06.2014 6:00,2014,8.6648,6.1921,25
30.06.2014 12:00,2014,15.1139,7.4463,NA
30.06.2014 18:00,2014,17.6796,8.8882,NA
01.07.2014 0:00,2014,12.9857,8.0105,25
01.07.2014 6:00,2014,11.3578,7.8851,NA
01.07.2014 12:00,2014,15.552,7.7597,NA
01.07.2014 18:00,2014,16.9913,10.7683,NA
02.07.2014 0:00,2014,13.6743,9.5776,25
02.07.2014 6:00,2014,11.2952,9.0135,NA
02.07.2014 12:00,2014,16.5533,9.2642,NA
02.07.2014 18:00,2014,14.4255,9.8283,25
03.07.2014 0:00,2014,10.7942,9.0135,24
03.07.2014 6:00,2014,9.6043,10.5803,NA
03.07.2014 12:00,2014,9.4164,9.5149,NA
03.07.2014 18:00,2014,11.7961,8.8882,24
04.07.2014 0:00,2014,9.5417,10.5177,24
04.07.2014 6:00,2014,9.3538,8.9508,NA
04.07.2014 12:00,2014,13.0483,9.2642,NA
04.07.2014 18:00,2014,16.6784,10.643,NA
05.07.2014 0:00,2014,13.3613,11.3949,24
05.07.2014 6:00,2014,12.297,11.2696,24
05.07.2014 12:00,2014,15.1765,10.643,24
05.07.2014 18:00,2014,17.5544,10.8937,23
06.07.2014 0:00,2014,13.6117,11.207,23
06.07.2014 6:00,2014,13.1109,11.207,23
06.07.2014 12:00,2014,14.9888,11.8335,NA
06.07.2014 18:00,2014,17.2416,11.8961,22
07.07.2014 0:00,2014,14.1751,13.7127,23
07.07.2014 6:00,2014,13.4865,11.6455,23
07.07.2014 12:00,2014,16.0527,12.3973,22
07.07.2014 18:00,2014,17.179,14.4016,20
08.07.2014 0:00,2014,15.6146,15.6539,NA
08.07.2014 6:00,2014,14.5506,12.5852,22
08.07.2014 12:00,2014,24.6211,15.2782,22
08.07.2014 18:00,2014,28.0582,13.5248,21
09.07.2014 0:00,2014,19.4312,16.7181,22
09.07.2014 6:00,2014,14.8636,15.7791,21
09.07.2014 12:00,2014,17.0539,16.0295,22
09.07.2014 18:00,2014,16.9913,17.2814,21
10.07.2014 0:00,2014,13.0483,15.4034,22
10.07.2014 6:00,2014,8.6021,14.1511,20
10.07.2014 12:00,2014,15.9275,15.4034,20
10.07.2014 18:00,2014,17.4293,16.4051,20
11.07.2014 0:00,2014,13.6117,17.9073,22
11.07.2014 6:00,2014,10.7942,14.2137,22
11.07.2014 12:00,2014,20.1817,16.5303,21
11.07.2014 18:00,2014,25.8086,14.2763,21
12.07.2014 0:00,2014,19.869,15.8417,21
12.07.2014 6:00,2014,16.4281,14.4016,20
12.07.2014 12:00,2014,21.8702,17.9073,20
12.07.2014 18:00,2014,23.4958,18.3453,20
13.07.2014 0:00,2014,17.617,16.9059,20
13.07.2014 6:00,2014,13.5491,14.4642,20
13.07.2014 12:00,2014,21.3074,15.0277,21
13.07.2014 18:00,2014,22.3079,16.0921,20
14.07.2014 0:00,2014,18.8056,15.8417,22
14.07.2014 6:00,2014,14.9888,16.0921,21
14.07.2014 12:00,2014,19.5563,17.4066,21
14.07.2014 18:00,2014,22.0578,16.6555,20
15.07.2014 0:00,2014,18.8056,16.7807,23
15.07.2014 6:00,2014,16.8036,15.7791,21
15.07.2014 12:00,2014,19.3061,15.466,21
15.07.2014 18:00,2014,19.2435,15.466,20
16.07.2014 0:00,2014,16.5533,15.5286,21
16.07.2014 6:00,2014,13.8621,15.9043,20
16.07.2014 12:00,2014,14.6758,15.9043,20
16.07.2014 18:00,2014,17.0539,15.7791,20
17.07.2014 0:00,2014,14.1125,15.153,21
17.07.2014 6:00,2014,11.3578,14.9025,20
17.07.2014 12:00,2014,14.5506,15.0277,20
17.07.2014 18:00,2014,14.5506,15.7165,19
18.07.2014 0:00,2014,13.3613,14.5268,21
18.07.2014 6:00,2014,10.168,14.4642,19
18.07.2014 12:00,2014,16.3656,14.7773,20
18.07.2014 18:00,2014,18.4929,15.2782,20
19.07.2014 0:00,2014,15.4895,15.2156,NA
19.07.2014 6:00,2014,12.0466,14.7147,23
19.07.2014 12:00,2014,18.618,15.7165,21
19.07.2014 18:00,2014,23.4958,16.5929,21
20.07.2014 0:00,2014,15.6146,16.6555,20
20.07.2014 6:00,2014,15.6146,15.9043,20
20.07.2014 12:00,2014,17.8047,16.7181,17
20.07.2014 18:00,2014,19.6188,16.2173,20
21.07.2014 0:00,2014,15.8024,15.5286,19
21.07.2014 6:00,2014,15.0514,16.0295,20
21.07.2014 12:00,2014,21.5576,18.0324,20
21.07.2014 18:00,2014,18.9933,19.0962,19
22.07.2014 0:00,2014,18.1801,18.2202,20
22.07.2014 6:00,2014,15.9275,15.7791,20
22.07.2014 12:00,2014,23.8709,17.4692,20
22.07.2014 18:00,2014,25.4336,16.4051,19
23.07.2014 0:00,2014,20.8697,19.409,18
23.07.2014 6:00,2014,18.4929,17.1562,19
23.07.2014 12:00,2014,19.7439,18.2828,17
23.07.2014 18:00,2014,22.2454,18.5331,17
24.07.2014 0:00,2014,17.8047,19.9721,17
24.07.2014 6:00,2014,16.303,19.2213,17
24.07.2014 12:00,2014,21.8077,19.3465,17
24.07.2014 18:00,2014,23.4958,19.7219,15
25.07.2014 0:00,2014,19.0559,18.2828,15
25.07.2014 6:00,2014,16.8036,18.5331,16
25.07.2014 12:00,2014,20.6821,18.8459,17
25.07.2014 18:00,2014,23.6834,18.8459,17
26.07.2014 0:00,2014,17.9298,16.2173,17
26.07.2014 6:00,2014,13.2361,17.9073,16
26.07.2014 12:00,2014,19.869,18.1576,16
26.07.2014 18:00,2014,17.9924,18.8459,16
27.07.2014 0:00,2014,17.179,17.7195,19
27.07.2014 6:00,2014,15.7398,15.6539,19
27.07.2014 12:00,2014,20.7446,15.0904,20
27.07.2014 18:00,2014,22.7456,16.5929,20
28.07.2014 0:00,2014,16.4907,16.7181,18
28.07.2014 6:00,2014,15.7398,16.7807,17
28.07.2014 12:00,2014,19.3686,16.5303,17
28.07.2014 18:00,2014,18.5554,16.1547,18
29.07.2014 0:00,2014,17.8047,15.3408,18
29.07.2014 6:00,2014,15.9275,15.6539,19
29.07.2014 12:00,2014,14.1125,15.2156,20
29.07.2014 18:00,2014,14.8636,15.5913,20
30.07.2014 0:00,2014,12.1092,15.7791,20
30.07.2014 6:00,2014,9.9175,15.4034,20
30.07.2014 12:00,2014,11.9214,15.2156,20
30.07.2014 18:00,2014,15.6146,15.9043,20
31.07.2014 0:00,2014,13.6743,15.2156,21
31.07.2014 6:00,2014,12.8605,15.4034,20
31.07.2014 12:00,2014,13.8621,14.9025,20
31.07.2014 18:00,2014,17.7421,15.0277,20
01.08.2014 0:00,2014,16.8036,15.0277,20
01.08.2014 6:00,2014,16.4281,14.7147,20
