Day,Manth,Year,Date_text,Depth_class,Depth,Station,ID,Female,Male,cop_V,cop_IV,cop_III,cop II,cop I,nauplii,,,,,,,,,
11,2,2019.00,11/02/2019,0_10,5.00,D1,462,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
14,3,2019.00,14/03/2019,0_10,5.00,D1,463,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
22,3,2019.00,22/03/2019,0_10,5.00,D1,464,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,3,2019.00,30/03/2019,0_10,5.00,D1,465,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,4,2019.00,10/04/2019,0_10,5.00,D1,466,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
18,4,2019.00,18/04/2019,0_10,5.00,D1,467,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
14,5,2019.00,14/05/2019,0_10,5.00,D1,468,3.00,0.00,40.00,3.00,0.00,0.00,0.00,1100.00,,,,,,,,,
21,5,2019.00,21/05/2019,0_10,5.00,D1,469,1.00,0.00,158.00,1.00,0.00,0.00,60.00,5100.00,,,,,,,,,
2,6,2019.00,02/06/2019,0_10,5.00,D1,470,4.00,0.00,96.00,0.00,0.00,200.00,200.00,60.00,,,,,,,,,
10,6,2019.00,10/06/2019,0_10,5.00,D1,471,2.00,0.00,14.00,0.00,30.00,30.00,10.00,0.00,,,,,,,,,
18,6,2019.00,18/06/2019,0_10,5.00,D1,472,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,,,,,,,,
29,6,2019.00,29/06/2019,0_10,5.00,D1,473,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,7,2019.00,09/07/2019,0_10,5.00,D1,474,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,7,2019.00,20/07/2019,0_10,5.00,D1,475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
1,8,2019.00,01/08/2019,0_10,5.00,D1,476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,8,2019.00,10/08/2019,0_10,5.00,D1,477,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2019.00,20/08/2019,0_10,5.00,D1,478,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,8,2019.00,31/08/2019,0_10,5.00,D1,479,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,9,2019.00,10/09/2019,0_10,5.00,D1,480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,9,2019.00,21/09/2019,0_10,5.00,D1,481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
3,10,2019.00,03/10/2019,0_10,5.00,D1,482,0,0,0,0,0,0,0,0,,,,,,,,,
10,10,2019.00,10/10/2019,0_10,5.00,D1,483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,10,2019.00,21/10/2019,0_10,5.00,D1,484,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,10,2019.00,29/10/2019,0_10,5.00,D1,485,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20.00,6.00,1998.00,20/06/1998,10_25,17.50,D1,486,1,0,9,0,5,2,0,13,,,,,,,,,
30.00,6.00,1998.00,30/06/1998,10_25,17.50,D1,487,0,0,0,12,110,28,1,35,,,,,,,,,
9.00,7.00,1998.00,09/07/1998,10_25,17.50,D1,488,0,0,0,1,22,25,0,7,,,,,,,,,
20.00,7.00,1998.00,20/07/1998,10_25,17.50,D1,489,0,0,0,0,9,1,0,0,,,,,,,,,
30.00,7.00,1998.00,30/07/1998,10_25,17.50,D1,490,0,0,0,20,31,0,0,0,,,,,,,,,
9.00,8.00,1998.00,09/08/1998,10_25,17.50,D1,491,0,0,0,0,0,0,0,0,,,,,,,,,
20.00,8.00,1998.00,20/08/1998,10_25,17.50,D1,492,0,0,0,0,0,0,0,0,,,,,,,,,
30.00,8.00,1998.00,30/08/1998,10_25,17.50,D1,493,0,0,0,0,0,0,0,0,,,,,,,,,
10.00,9.00,1998.00,10/09/1998,10_25,17.50,D1,494,0,0,0,0,0,0,0,0,,,,,,,,,
21.00,9.00,1998.00,21/09/1998,10_25,17.50,D1,495,0,0,0,0,0,0,0,0,,,,,,,,,
30.00,9.00,1998.00,30/09/1998,10_25,17.50,D1,496,0,0,0,0,0,0,0,0,,,,,,,,,
9.00,10.00,1998.00,09/10/1998,10_25,17.50,D1,497,0,0,0,0,0,0,0,0,,,,,,,,,
20.00,10.00,1998.00,20/10/1998,10_25,17.50,D1,498,0,0,0,0,0,0,0,0,,,,,,,,,
1.00,11.00,1998.00,01/11/1998,10_25,17.50,D1,499,0,0,0,1,0,0,0,0,,,,,,,,,
11.00,11.00,1998.00,11/11/1998,10_25,17.50,D1,500,0,0,0,0,0,0,0,0,,,,,,,,,
26.00,1,1999.00,26/01/1999,10_25,17.50,D1,501,3,0,0,1,0,0,0,0,,,,,,,,,
10.00,2,1999.00,10/02/1999,10_25,17.50,D1,502,0,0,0,1,0,0,0,0,,,,,,,,,
17.00,3,1999.00,17/03/1999,10_25,17.50,D1,503,1,0,0,1,0,0,0,0,,,,,,,,,
7.00,4,1999.00,07/04/1999,10_25,17.50,D1,504,3,0,0,10,0,0,0,0,,,,,,,,,
22.00,5,1999.00,22/05/1999,10_25,17.50,D1,505,2,0,31,68,0,0,0,0,,,,,,,,,
1.00,6,1999.00,01/06/1999,10_25,17.50,D1,506,22,0,85,10,0,0,0,0,,,,,,,,,
10.00,6,1999.00,10/06/1999,10_25,17.50,D1,507,16,0,3,1,0,0,0,3,,,,,,,,,
21.00,6,1999.00,21/06/1999,10_25,17.50,D1,508,5,0,52,0,0,0,0,0,,,,,,,,,
1.00,7,1999.00,01/07/1999,10_25,17.50,D1,509,1,0,78,1,7,0,0,14,,,,,,,,,
10.00,7,1999.00,10/07/1999,10_25,17.50,D1,510,0,0,10,0,0,0,0,0,,,,,,,,,
20.00,7,1999.00,20/07/1999,10_25,17.50,D1,511,0,0,8,27,7,0,0,0,,,,,,,,,
31.00,7,1999.00,31/07/1999,10_25,17.50,D1,512,0,0,5,10,0,0,0,0,,,,,,,,,
10.00,8,1999.00,10/08/1999,10_25,17.50,D1,513,0,0,1,4,0,0,0,0,,,,,,,,,
19.00,8,1999.00,19/08/1999,10_25,17.50,D1,514,0,0,0,0,0,0,0,0,,,,,,,,,
30.00,8,1999.00,30/08/1999,10_25,17.50,D1,515,0,0,5,8,0,0,0,0,,,,,,,,,
9.00,9,1999.00,09/09/1999,10_25,17.50,D1,516,0,0,0,3,0,0,0,0,,,,,,,,,
20.00,9,1999.00,20/09/1999,10_25,17.50,D1,517,0,0,1,7,0,0,0,0,,,,,,,,,
29.00,9,1999.00,29/09/1999,10_25,17.50,D1,518,0,0,0,0,0,0,0,0,,,,,,,,,
11.00,10,1999.00,11/10/1999,10_25,17.50,D1,519,0,0,0,1,0,0,0,0,,,,,,,,,
20.00,10,1999.00,20/10/1999,10_25,17.50,D1,520,0,0,0,0,0,0,0,0,,,,,,,,,
30.00,10,1999.00,30/10/1999,10_25,17.50,D1,521,0,0,0,1,0,0,0,0,,,,,,,,,
15.00,11,1999.00,15/11/1999,10_25,17.50,D1,522,0,0,1,1,0,0,0,0,,,,,,,,,
27.00,11,1999.00,27/11/1999,10_25,17.50,D1,523,0,0,3,1,0,0,0,0,,,,,,,,,
13,3,2000,13/03/2000,10_25,17.50,D1,524,3,0,0,0,0,0,0,0,,,,,,,,,
17,4,2000,17/04/2000,10_25,17.50,D1,525,0,0,0,1,0,0,0,0,,,,,,,,,
11,5,2000,11/05/2000,10_25,17.50,D1,526,3,0,3,3,0,0,0,134,,,,,,,,,
20,5,2000,20/05/2000,10_25,17.50,D1,527,1,0,4,1,0,0,0,0,,,,,,,,,
30,5,2000,30/05/2000,10_25,17.50,D1,528,0,0,3,0,0,7,13,400,,,,,,,,,
10,6,2000,10/06/2000,10_25,17.50,D1,529,0,0,0,0,67,134,200,67,,,,,,,,,
20,6,2000,20/06/2000,10_25,17.50,D1,530,1,0,2,54,134,13,0,40,,,,,,,,,
28,6,2000,28/06/2000,10_25,17.50,D1,531,0,0,0,355,536,0,0,0,,,,,,,,,
11,7,2000,11/07/2000,10_25,17.50,D1,532,0,0,0,440,67,0,0,0,,,,,,,,,
20,7,2000,20/07/2000,10_25,17.50,D1,533,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
1,8,2000,01/08/2000,10_25,17.50,D1,534,0,0,0,0,0,0,0,0,,,,,,,,,
9,8,2000,09/08/2000,10_25,17.50,D1,535,0,0,0,3,1,0,0,0,,,,,,,,,
21,8,2000,21/08/2000,10_25,17.50,D1,536,0,0,0,1,0,0,0,0,,,,,,,,,
30,8,2000,30/08/2000,10_25,17.50,D1,537,0,0,0,0,0,0,0,0,,,,,,,,,
10,9,2000,10/09/2000,10_25,17.50,D1,538,0,0,0,1,0,0,0,0,,,,,,,,,
20,9,2000,20/09/2000,10_25,17.50,D1,539,0,0,0,3,0,0,0,0,,,,,,,,,
1,10,2000,01/10/2000,10_25,17.50,D1,540,0,0,0,9,0,0,0,0,,,,,,,,,
10,10,2000,10/10/2000,10_25,17.50,D1,541,0,0,0,3,0,0,0,0,,,,,,,,,
19,10,2000,19/10/2000,10_25,17.50,D1,542,0,0,0,0,0,0,0,0,,,,,,,,,
30,10,2000,30/10/2000,10_25,17.50,D1,543,0,0,0,0,0,0,0,0,,,,,,,,,
13,11,2000,13/11/2000,10_25,17.50,D1,544,0,0,0,2,0,0,0,0,,,,,,,,,
9,     12,2000,09/12/2000,10_25,17.50,D1,545,0,0,0,1,0,0,0,0,,,,,,,,,
2,4,2001,02/04/2001,10_25,17.50,D1,546,15,0,0,0,0,0,0,0,,,,,,,,,
22,5,2001,22/05/2001,10_25,17.50,D1,547,0,0,0,0,0,0,0,670,,,,,,,,,
2,6,2001,02/06/2001,10_25,17.50,D1,548,1,0,19,0,0,3,27,1400,,,,,,,,,
11,6,2001,11/06/2001,10_25,17.50,D1,549,2,0,42,1,0,7,13,134,,,,,,,,,
21,6,2001,21/06/2001,10_25,17.50,D1,550,0,0,87,7,67,134,67,134,,,,,,,,,
30,6,2001,30/06/2001,10_25,17.50,D1,551,1,0,17,74,600,67,0,0,,,,,,,,,
10,7,2001,10/07/2001,10_25,17.50,D1,552,0,0,7,160,470,67,0,0,,,,,,,,,
23,7,2001,23/07/2001,10_25,17.50,D1,553,0,0,0,3,1,0,0,0,,,,,,,,,
30,7,2001,30/07/2001,10_25,17.50,D1,554,0,0,0,0,0,0,0,0,,,,,,,,,
9,8,2001,09/08/2001,10_25,17.50,D1,555,0,0,0,13,0,0,0,0,,,,,,,,,
21,8,2001,21/08/2001,10_25,17.50,D1,556,0,0,0,0,0,0,0,0,,,,,,,,,
30,8,2001,30/08/2001,10_25,17.50,D1,557,0,0,0,42,0,0,0,0,,,,,,,,,
10,9,2001.00,10/09/2001,10_25,17.50,D1,558,0,0,0,50,0,0,0,0,,,,,,,,,
20,9,2001.00,20/09/2001,10_25,17.50,D1,559,0,0,0,1,0,0,0,0,,,,,,,,,
2,10,2001.00,02/10/2001,10_25,17.50,D1,560,0,0,0,3,0,0,0,0,,,,,,,,,
11,10,2001,11/10/2001,10_25,17.50,D1,561,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,10,2001,20/10/2001,10_25,17.50,D1,562,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,10,2001,30/10/2001,10_25,17.50,D1,563,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
15,11,2001,15/11/2001,10_25,17.50,D1,564,0,0,0,0,0,0,0,0,,,,,,,,,
1,12,2001,01/12/2001,10_25,17.50,D1,565,0,1,0,1,0,0,0,0,,,,,,,,,
20,1,2002,20/01/2002,10_25,17.50,D1,566,3,0,3,2,0,0,0,0,,,,,,,,,
5,2,2002,05/02/2002,10_25,17.50,D1,567,2,0,1,1,0,0,0,0,,,,,,,,,
17,3,2002,17/03/2002,10_25,17.50,D1,568,1,0,0,1,0,0,0,0,,,,,,,,,
12,4,2002,12/04/2002,10_25,17.50,D1,569,0,0,0,1,0,0,0,0,,,,,,,,,
14,5,2002,14/05/2002,10_25,17.50,D1,570,1,0,1,0,0,1,0,3,,,,,,,,,
1,6,2002,01/06/2002,10_25,17.50,D1,571,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
11,6,2002,11/06/2002,10_25,17.50,D1,572,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,6,2002,20/06/2002,10_25,17.50,D1,573,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
1,7,2002,01/07/2002,10_25,17.50,D1,574,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,7,2002,10/07/2002,10_25,17.50,D1,575,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,7,2002,20/07/2002,10_25,17.50,D1,576,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,7,2002,30/07/2002,10_25,17.50,D1,577,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,8,2002,10/08/2002,10_25,17.50,D1,578,0,0,0,3,0,0,0,0,,,,,,,,,
20,8,2002,20/08/2002,10_25,17.50,D1,579,0,0,0,0,0,0,0,0,,,,,,,,,
31,8,2002,31/08/2002,10_25,17.50,D1,580,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,9,2002,10/09/2002,10_25,17.50,D1,581,0,0,0,7,0,0,0,0,,,,,,,,,
19,9,2002,19/09/2002,10_25,17.50,D1,582,0,0,0,0,0,0,0,0,,,,,,,,,
30,9,2002,30/09/2002,10_25,17.50,D1,583,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,10,2002,10/10/2002,10_25,17.50,D1,584,0,0,0,0,0,0,0,0,,,,,,,,,
20,10,2002,20/10/2002,10_25,17.50,D1,585,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,10,2002,30/10/2002,10_25,17.50,D1,586,0,0,0,0,0,0,0,0,,,,,,,,,
14,11,2002,14/11/2002,10_25,17.50,D1,587,0,0,0,0,0,0,0,0,,,,,,,,,
31,1,2003,31/01/2003,10_25,17.50,D1,588,2,0,0,0,0,0,0,0,,,,,,,,,
18,2,2003,18/02/2003,10_25,17.50,D1,589,6,0,1,1,0,0,0,0,,,,,,,,,
31,3,2003,31/03/2003,10_25,17.50,D1,590,0,0,0,3,0,0,1,0,,,,,,,,,
10,4,2003,10/04/2003,10_25,17.50,D1,591,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
12,5,2003,12/05/2003,10_25,17.50,D1,592,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,5,2003,20/05/2003,10_25,17.50,D1,593,0,0,3,0,0,0,0,35,,,,,,,,,
31,5,2003,31/05/2003,10_25,17.50,D1,594,7,0,13,0,2,14,56,140,,,,,,,,,
10,6,2003,10/06/2003,10_25,17.50,D1,595,1,0,4,3,70,210,140,28,,,,,,,,,
19,6,2003,19/06/2003,10_25,17.50,D1,596,0,0,0,21,350,280,42,4,,,,,,,,,
30,6,2003,30/06/2003,10_25,17.50,D1,597,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,7,2003,10/07/2003,10_25,17.50,D1,598,0,0,0,13,1,0,0,0,,,,,,,,,
20,7,2003,20/07/2003,10_25,17.50,D1,599,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
29,7,2003,29/07/2003,10_25,17.50,D1,600,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
11,8,2003,11/08/2003,10_25,17.50,D1,601,0,0,0,0,0,0,0,0,,,,,,,,,
20,8,2003,20/08/2003,10_25,17.50,D1,602,0,0,0,11,0,0,0,0,,,,,,,,,
1,9,2003,01/09/2003,10_25,17.50,D1,603,0,0,0,1,0,0,0,0,,,,,,,,,
10,9,2003,10/09/2003,10_25,17.50,D1,604,0,0,0,7,0,0,0,0,,,,,,,,,
21,9,2003,21/09/2003,10_25,17.50,D1,605,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,9,2003,30/09/2003,10_25,17.50,D1,606,0,0,0,3,0,0,0,0,,,,,,,,,
11,10,2003.00,11/10/2003,10_25,17.50,D1,607,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,10,2003.00,20/10/2003,10_25,17.50,D1,608,0,0,0,0,0,0,0,0,,,,,,,,,
30,10,2003.00,30/10/2003,10_25,17.50,D1,609,0,0,0,8,0,0,0,0,,,,,,,,,
16,11,2003.00,16/11/2003,10_25,17.50,D1,610,0,0,0,1,0,0,0,0,,,,,,,,,
2,12,2003.00,02/12/2003,10_25,17.50,D1,611,0,0,0,0,0,0,0,0,,,,,,,,,
23,2,2004,23/02/2004,10_25,17.50,D1,612,5,0,0,1,0,0,0,0,,,,,,,,,
28,3,2004.00,28/03/2004,10_25,17.50,D1,613,3,0,1,6,0,0,0,0,,,,,,,,,
7,4,2004.00,07/04/2004,10_25,17.50,D1,614,0,0,0,1,0,0,0,0,,,,,,,,,
19,5,2004.00,19/05/2004,10_25,17.50,D1,615,10,0,1,0,0,0,0,140,,,,,,,,,
30,5,2004.00,30/05/2004,10_25,17.50,D1,616,1,0,25,14,0,0,0,1540,,,,,,,,,
10,6,2004.00,10/06/2004,10_25,17.50,D1,617,2,0,1,0,1,0,7,42,,,,,,,,,
21,6,2004.00,21/06/2004,10_25,17.50,D1,618,2,0,15,0,1,0,0,0,,,,,,,,,
30,6,2004.00,30/06/2004,10_25,17.50,D1,619,0,0,77,56,210,14,14,0,,,,,,,,,
10,7,2004.00,10/07/2004,10_25,17.50,D1,620,0,0,0,4,12,1,0,0,,,,,,,,,
20,7,2004.00,20/07/2004,10_25,17.50,D1,621,0,0,0,2,1,0,0,0,,,,,,,,,
29,7,2004.00,29/07/2004,10_25,17.50,D1,622,0,0,0,9,0,0,0,0,,,,,,,,,
10,8,2004.00,10/08/2004,10_25,17.50,D1,623,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
19,8,2004.00,19/08/2004,10_25,17.50,D1,624,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
31,8,2004.00,31/08/2004,10_25,17.50,D1,625,0,0,0,1,0,0,0,0,,,,,,,,,
9,9,2004.00,09/09/2004,10_25,17.50,D1,626,0,0,0,0,0,0,0,0,,,,,,,,,
20,9,2004.00,20/09/2004,10_25,17.50,D1,627,0,0,0,3,0,0,0,0,,,,,,,,,
30,9,2004.00,30/09/2004,10_25,17.50,D1,628,0,0,0,0,0,0,0,0,,,,,,,,,
9,10,2004.00,09/10/2004,10_25,17.50,D1,629,0,0,0,0,0,0,0,0,,,,,,,,,
20,10,2004.00,20/10/2004,10_25,17.50,D1,630,0,0,1,3,0,0,0,0,,,,,,,,,
30,10,2004.00,30/10/2004,10_25,17.50,D1,631,0,0,0,0,0,0,0,0,,,,,,,,,
11,11,2004.00,11/11/2004,10_25,17.50,D1,632,0,0,1,0,0,0,0,0,,,,,,,,,
5,4,2005.00,05/04/2005,10_25,17.50,D1,633,1,0,0,2,0,0,0,0,,,,,,,,,
1,6,2005.00,01/06/2005,10_25,17.50,D1,634,2,0,1,0,0,0,1,0,,,,,,,,,
11.00,6,2005.00,11/06/2005,10_25,17.50,D1,635,0,0,1,0,4,7,3,44,,,,,,,,,
20,6,2005.00,20/06/2005,10_25,17.50,D1,636,0,0,1,49,140,70,70,21,,,,,,,,,
30,6,2005.00,30/06/2005,10_25,17.50,D1,637,1,0,0,21,70,14,0,0,,,,,,,,,
10,7,2005.00,10/07/2005,10_25,17.50,D1,638,0,0,0,57,148,0,0,0,,,,,,,,,
21,7,2005.00,21/07/2005,10_25,17.50,D1,639,0,0,0,56,14,0,0,0,,,,,,,,,
31,7,2005.00,31/07/2005,10_25,17.50,D1,640,0,0,0,18,4,0,0,0,,,,,,,,,
9,8,2005.00,09/08/2005,10_25,17.50,D1,641,0,0,0,21,0,0,0,0,,,,,,,,,
20,8,2005.00,20/08/2005,10_25,17.50,D1,642,0,0,0,4,2,0,0,0,,,,,,,,,
31,8,2005.00,31/08/2005,10_25,17.50,D1,643,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
10,9,2005.00,10/09/2005,10_25,17.50,D1,644,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,9,2005.00,20/09/2005,10_25,17.50,D1,645,0,0,0,42,0,0,0,0,,,,,,,,,
1,10,2005.00,01/10/2005,10_25,17.50,D1,646,0,0,0,10,0,0,0,0,,,,,,,,,
11,10,2005.00,11/10/2005,10_25,17.50,D1,647,0,0,0,18,0,0,0,0,,,,,,,,,
20,10,2005.00,20/10/2005,10_25,17.50,D1,648,0,0,0,7,0,0,0,0,,,,,,,,,
31,10,2005.00,31/10/2005,10_25,17.50,D1,649,0,0,0,28,0,0,0,0,,,,,,,,,
9,11,2005.00,09/11/2005,10_25,17.50,D1,650,1,1,1,38,0,0,0,0,,,,,,,,,
5,12,2005.00,05/12/2005,10_25,17.50,D1,651,2,0,1,7,0,0,0,0,,,,,,,,,
19,2,2006.00,19/02/2006,10_25,17.50,D1,652,0,0,0,0,0,0,0,0,,,,,,,,,
19,3,2006.00,19/03/2006,10_25,17.50,D1,653,1,0,0,3,0,0,0,0,,,,,,,,,
3,4,2006.00,03/04/2006,10_25,17.50,D1,654,7,0,1,8,0,0,0,0,,,,,,,,,
20,5,2006.00,20/05/2006,10_25,17.50,D1,655,3,0,0,0,0,0,2,350,,,,,,,,,
31,5,2006.00,31/05/2006,10_25,17.50,D1,656,1,0,27,0,4,42,84,105,,,,,,,,,
10,6,2006.00,10/06/2006,10_25,17.50,D1,657,1,0,64,0,14,49,28,140,,,,,,,,,
20,6,2006.00,20/06/2006,10_25,17.50,D1,658,0,0,0,70,630,210,70,0,,,,,,,,,
29,6,2006.00,29/06/2006,10_25,17.50,D1,659,1,0,2,630,1540,0,0,0,,,,,,,,,
10,7,2006.00,10/07/2006,10_25,17.50,D1,660,2,0,4,210,14,0,0,0,,,,,,,,,
20,7,2006.00,20/07/2006,10_25,17.50,D1,661,0,0,0,7,0,0,0,0,,,,,,,,,
31,7,2006.00,31/07/2006,10_25,17.50,D1,662,0,0,1,20,0,0,0,0,,,,,,,,,
10,8,2006.00,10/08/2006,10_25,17.50,D1,663,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,8,2006.00,20/08/2006,10_25,17.50,D1,664,0,0,0,0,0,0,0,0,,,,,,,,,
30,8,2006.00,30/08/2006,10_25,17.50,D1,665,0,0,0,0,0,0,0,0,,,,,,,,,
10,9,2006.00,10/09/2006,10_25,17.50,D1,666,0,0,0,0,0,0,0,0,,,,,,,,,
20,9,2006.00,20/09/2006,10_25,17.50,D1,667,0,0,0,0,0,0,0,0,,,,,,,,,
29,9,2006.00,29/09/2006,10_25,17.50,D1,668,0,0,0,1,0,0,0,0,,,,,,,,,
10,10,2006.00,10/10/2006,10_25,17.50,D1,669,0,0,0,0,0,0,0,0,,,,,,,,,
19,10,2006.00,19/10/2006,10_25,17.50,D1,670,0,0,0,0,0,0,0,0,,,,,,,,,
30,10,2006.00,30/10/2006,10_25,17.50,D1,671,0,0,0,0,0,0,0,0,,,,,,,,,
14,11,2006.00,14/11/2006,10_25,17.50,D1,672,0,0,0,0,0,0,0,0,,,,,,,,,
18,3,2007.00,18/03/2007,10_25,17.50,D1,673,0,0,0,0,0,0,0,0,,,,,,,,,
21,5,2007.00,21/05/2007,10_25,17.50,D1,674,4,0,6,1,1,4,7,1680,,,,,,,,,
30,5,2007.00,30/05/2007,10_25,17.50,D1,675,4,0,14,0,4,7,14,70,,,,,,,,,
10,6,2007.00,10/06/2007,10_25,17.50,D1,676,0,0,0,0,70,280,140,0,,,,,,,,,
20,6,2007.00,20/06/2007,10_25,17.50,D1,677,0,0,1,4,210,70,0,4,,,,,,,,,
30,6,2007.00,30/06/2007,10_25,17.50,D1,678,0,0,0,91,63,0,0,0,,,,,,,,,
9,7,2007.00,09/07/2007,10_25,17.50,D1,679,0,0,0,1,0,0,0,0,,,,,,,,,
20,7,2007.00,20/07/2007,10_25,17.50,D1,680,0,0,0,4,0,0,0,0,,,,,,,,,
1,8,2007.00,01/08/2007,10_25,17.50,D1,681,0,0,0,3,1,0,0,0,,,,,,,,,
11,8,2007.00,11/08/2007,10_25,17.50,D1,682,0,0,0,0,0,0,0,0,,,,,,,,,
20,8,2007.00,20/08/2007,10_25,17.50,D1,683,0,0,0,0,0,0,0,0,,,,,,,,,
30,8,2007.00,30/08/2007,10_25,17.50,D1,684,0,0,0,0,0,0,0,0,,,,,,,,,
10,9,2007.00,10/09/2007,10_25,17.50,D1,685,0,0,0,1,0,0,0,0,,,,,,,,,
20,9,2007.00,20/09/2007,10_25,17.50,D1,686,0,0,0,1,0,0,0,0,,,,,,,,,
30,9,2007.00,30/09/2007,10_25,17.50,D1,687,0,0,0,0,0,0,0,0,,,,,,,,,
10,10,2007.00,10/10/2007,10_25,17.50,D1,688,0,0,0,0,0,0,0,0,,,,,,,,,
20,10,2007.00,20/10/2007,10_25,17.50,D1,689,0,0,0,1,0,0,0,0,,,,,,,,,
29,10,2007.00,29/10/2007,10_25,17.50,D1,690,0,0,0,0,0,0,0,0,,,,,,,,,
8,11,2007.00,08/11/2007,10_25,17.50,D1,691,0,0,0,0,0,0,0,0,,,,,,,,,
4,12,2007.00,04/12/2007,10_25,17.50,D1,692,1,0,0,1,0,0,0,0,,,,,,,,,
17,3,2008.00,17/03/2008,10_25,17.50,D1,693,16,0,0,2,0,0,0,0,,,,,,,,,
22,3,2008.00,22/03/2008,10_25,17.50,D1,694,8,0,1,0,0,0,0,0,,,,,,,,,
27,3,2008.00,27/03/2008,10_25,17.50,D1,695,4,0,0,1,0,0,0,0,,,,,,,,,
21,5,2008.00,21/05/2008,10_25,17.50,D1,696,11,0,7,0,0,0,0,1750,,,,,,,,,
31,5,2008.00,31/05/2008,10_25,17.50,D1,697,8,0,7,0,1,2,8,350,,,,,,,,,
11,6,2008.00,11/06/2008,10_25,17.50,D1,698,3,0,4,2,42,70,28,4,,,,,,,,,
21,6,2008.00,21/06/2008,10_25,17.50,D1,699,0,0,1,14,210,140,21,21,,,,,,,,,
30,6,2008.00,30/06/2008,10_25,17.50,D1,700,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
9,7,2008.00,09/07/2008,10_25,17.50,D1,701,0,0,0,35,74,0,0,0,,,,,,,,,
20,7,2008.00,20/07/2008,10_25,17.50,D1,702,0,0,0,50,20,0,0,0,,,,,,,,,
31,7,2008.00,31/07/2008,10_25,17.50,D1,703,0,0,0,3,0,0,0,0,,,,,,,,,
11,8,2008.00,11/08/2008,10_25,17.50,D1,704,0,0,0,7,0,0,0,0,,,,,,,,,
20,8,2008.00,20/08/2008,10_25,17.50,D1,705,0,0,0,504,0,0,0,0,,,,,,,,,
3,9,2008.00,03/09/2008,10_25,17.50,D1,706,0,0,0,0,0,0,0,0,,,,,,,,,
10,9,2008.00,10/09/2008,10_25,17.50,D1,707,0,0,0,84,0,0,0,0,,,,,,,,,
21,9,2008.00,21/09/2008,10_25,17.50,D1,708,0,0,2,77,0,0,0,0,,,,,,,,,
1,10,2008.00,01/10/2008,10_25,17.50,D1,709,0,0,0,14,0,0,0,0,,,,,,,,,
