ID;Species;Date;Region;Name;N_eggs;W_test;value;
4545_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4546_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4547_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4548_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4549_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_45;45;Angle
4550_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4551_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_45;45;Angle
4552_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4553_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4554_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4555_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4556_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;3;A_0;0;Angle
4557_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;12;A_0;0;Angle
4558_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;6;A_90;90;Angle
4559_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;7;A_90;90;Angle
4560_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;A_45;45;Angle
4561_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;A_0;0;Angle
4562_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_0;0;Angle
4563_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_0;0;Angle
4564_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_90;90;Angle
4565_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;9;A_45;45;Angle
4566_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4567_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4568_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4569_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4570_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4571_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4572_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4573_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4574_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;7;A_60;60;Angle
4575_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4576_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4577_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4578_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4579_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4580_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4581_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4582_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4583_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4584_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_30;30;Angle
4585_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4586_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4587_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4588_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4589_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4590_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4591_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4592_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4593_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4594_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4595_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4596_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4597_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4598_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4599_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4600_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4601_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4602_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4603_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_45;45;Angle
4604_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4605_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4606_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4607_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4608_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4609_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4610_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4611_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4612_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4613_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_45;45;Angle
4614_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_90;90;Angle
4615_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_45;45;Angle
4616_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;8;A_90;90;Angle
4617_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;3;A_0;0;Angle
4618_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;5;A_0;0;Angle
4619_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;3;A_90;90;Angle
4620_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;6;A_90;90;Angle
4621_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;5;A_90;90;Angle
4622_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;7;A_90;90;Angle
4623_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4624_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_90;90;Angle
4625_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;7;A_45;45;Angle
4626_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4627_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;3;A_0;0;Angle
4628_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4629_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_0;0;Angle
4630_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;3;A_45;45;Angle
4631_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4632_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_45;45;Angle
4633_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_45;45;Angle
4634_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_15;15;Angle
4635_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4636_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4637_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4638_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4639_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_90;90;Angle
4640_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4641_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4642_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_45;45;Angle
4643_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_45;45;Angle
4644_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;3;A_90;90;Angle
4645_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;6;A_45;45;Angle
4646_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_15;15;Angle
4647_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4648_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_90;90;Angle
4649_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4650_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_0;0;Angle
4651_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_90;90;Angle
4652_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4653_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_45;45;Angle
4654_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_0;0;Angle
4655_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4656_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4657_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_90;90;Angle
4658_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;6;A_90;90;Angle
4659_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4660_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_0;0;Angle
4661_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;7;A_90;90;Angle
4662_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_0;0;Angle
4663_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_90;90;Angle
4664_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;8;A_90;90;Angle
4665_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_60;60;Angle
4666_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4667_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_60;60;Angle
4668_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;7;A_0;0;Angle
4669_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4670_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4671_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4672_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;12;A_15;15;Angle
4673_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;6;A_90;90;Angle
4674_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;A_90;90;Angle
4675_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;9;A_45;45;Angle
4676_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4677_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;7;A_90;90;Angle
4678_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4679_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_60;60;Angle
4680_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_45;45;Angle
4681_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_10;10;Angle
4682_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4683_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_45;45;Angle
4684_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;8;A_90;90;Angle
4685_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;7;A_90;90;Angle
4686_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_90;90;Angle
4687_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_15;15;Angle
4688_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;7;A_90;90;Angle
4689_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_90;90;Angle
4690_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_45;45;Angle
4691_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;12;A_15;15;Angle
4692_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4693_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_10;10;Angle
4694_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4695_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;7;A_90;90;Angle
4696_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_90;90;Angle
4697_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;12;A_15;15;Angle
4698_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4699_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_90;90;Angle
4700_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_35;35;Diametr
4701_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;6;D_33;33;Diametr
4702_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_32;32;Diametr
4703_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_31;31;Diametr
4704_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_34;34;Diametr
4705_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;2;D_41;41;Diametr
4706_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_32;32;Diametr
4707_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;4;D_34;34;Diametr
4708_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;6;D_32;32;Diametr
4709_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;5;D_42;42;Diametr
4710_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;5;D_39;39;Diametr
4711_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;D_10;10;Diametr
4712_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;D_35;35;Diametr
4713_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;8;D_32;32;Diametr
4714_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;D_38;38;Diametr
4715_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;D_40;40;Diametr
4716_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;7;D_33;33;Diametr
4717_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;5;D_15;15;Diametr
4718_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;8;D_18;18;Diametr
4719_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;1;D_25;25;Diametr
4720_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Плоская;2;D_15;15;Diametr
4721_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Плоская;3;D_32;32;Diametr
4722_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;D_14;14;Diametr
4723_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;2;D_21;21;Diametr
4724_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;D_30;30;Diametr
4725_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;D_26;26;Diametr
4726_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;7;D_38;38;Diametr
4727_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;3;D_35;35;Diametr
4728_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;3;D_43;43;Diametr
4729_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;D_24;24;Diametr
4730_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;6;D_27;27;Diametr
4731_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;6;D_35;35;Diametr
4732_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;9;D_32;32;Diametr
4733_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;D_35;35;Diametr
4734_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;D_30;30;Diametr
4735_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;D_28;28;Diametr
4736_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;D_25;25;Diametr
4737_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;D_24;24;Diametr
4738_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;D_25;25;Diametr
4739_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;2;D_35;35;Diametr
4740_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;D_5;5;Diametr
4741_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;D_5;5;Diametr
4742_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;D_31;31;Diametr
4743_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;D_25;25;Diametr
4744_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;D_35;35;Diametr
4745_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Грязнуха;7;D_35;35;Diametr
4746_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_33;33;Diametr
4747_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_45;45;Diametr
4748_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;D_36;36;Diametr
4749_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_26;26;Diametr
4750_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_35;35;Diametr
4751_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;2;D_32;32;Diametr
4752_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;D_23;23;Diametr
4753_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_36;36;Diametr
4754_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_42;42;Diametr
4755_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_22;22;Diametr
4756_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;2;D_32;32;Diametr
4757_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;D_35;35;Diametr
4758_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_30;30;Diametr
4759_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_30;30;Diametr
4760_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_32;32;Diametr
4761_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_35;35;Diametr
4762_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;2;D_35;35;Diametr
4763_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;D_24;24;Diametr
4764_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;2;D_26;26;Diametr
4765_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_36;36;Diametr
4766_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_20;20;Diametr
4767_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_32;32;Diametr
4768_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_15;15;Diametr
4769_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;D_27;27;Diametr
4770_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;8;D_24;24;Diametr
4771_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_35;35;Diametr
4772_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;D_30;30;Diametr
4773_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;D_33;33;Diametr
4774_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;7;D_35;35;Diametr
4775_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;8;D_33;33;Diametr
4776_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_35;35;Diametr
4777_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;D_17;17;Diametr
4778_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;D_26;26;Diametr
4779_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_29;29;Diametr
4780_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_30;30;Diametr
4781_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;D_20;20;Diametr
4782_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_20;20;Diametr
4783_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;D_40;40;Diametr
4784_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;D_26;26;Diametr
4785_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;3;D_40;40;Diametr
4786_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;D_36;36;Diametr
4787_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;6;D_22;22;Diametr
4788_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;D_34;34;Diametr
4789_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;D_36;36;Diametr
4790_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;5;D_28;28;Diametr
4791_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_30;30;Diametr
4792_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_32;32;Diametr
4793_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_35;35;Diametr
4794_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;D_20;20;Diametr
4795_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_36;36;Diametr
4796_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;D_32;32;Diametr
4797_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;D_37;37;Diametr
4798_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_35;35;Diametr
4799_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_35;35;Diametr
4800_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;D_17;17;Diametr
4801_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_30;30;Diametr
4802_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_25;25;Diametr
4803_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;D_35;35;Diametr
4804_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;D_34;34;Diametr
4805_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;D_25;25;Diametr
4806_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_22;22;Diametr
4807_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_32;32;Diametr
4808_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;1;D_39;39;Diametr
4809_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_21;21;Diametr
4810_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;D_23;23;Diametr
4811_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;D_15;15;Diametr
