"Year","Station","Taxa","Value","Type"
2005,"St14","Corophium_bonelli",0.01,"B"
2005,"St17","Corophium_bonelli",0.02,"B"
2006,"St4","Corophium_bonelli",0.02,"B"
2006,"St7","Corophium_bonelli",0.01,"B"
2006,"St11","Corophium_bonelli",0.01,"B"
2007,"St2","Corophium_bonelli",0.01,"B"
2007,"St3","Corophium_bonelli",0.01,"B"
2007,"St7","Corophium_bonelli",0.023,"B"
2007,"St9","Corophium_bonelli",0.039050086,"B"
1991,"St20","Crangon_crangon",0.76,"B"
2004,"St19","Crangon_crangon",0.05,"B"
1987,"St1","Diastylis_glabra",0.25,"B"
1987,"St2","Diastylis_glabra",0.16,"B"
1987,"St3","Diastylis_glabra",0.33,"B"
1987,"St4","Diastylis_glabra",0.15,"B"
1987,"St5","Diastylis_glabra",0.17,"B"
1987,"St6","Diastylis_glabra",2.24,"B"
1987,"St7","Diastylis_glabra",0.55,"B"
1987,"St8","Diastylis_glabra",0.39,"B"
1987,"St9","Diastylis_glabra",0.59,"B"
1987,"St10","Diastylis_glabra",1.17,"B"
1987,"St11","Diastylis_glabra",4.4,"B"
1987,"St13","Diastylis_glabra",0.19,"B"
1987,"St15","Diastylis_glabra",0.44,"B"
1987,"St16","Diastylis_glabra",0.13,"B"
1987,"St17","Diastylis_glabra",0.14,"B"
1987,"St20","Diastylis_glabra",0.07,"B"
1988,"St2","Diastylis_glabra",0.18,"B"
1988,"St3","Diastylis_glabra",1.47,"B"
1988,"St4","Diastylis_glabra",0.15,"B"
1988,"St5","Diastylis_glabra",0.13,"B"
1988,"St6","Diastylis_glabra",0.2,"B"
1988,"St7","Diastylis_glabra",1.07,"B"
1988,"St9","Diastylis_glabra",0.23,"B"
1988,"St10","Diastylis_glabra",0.57,"B"
1988,"St11","Diastylis_glabra",0.51,"B"
1988,"St15","Diastylis_glabra",0.16,"B"
1988,"St18","Diastylis_glabra",0.21,"B"
1988,"St19","Diastylis_glabra",0.16,"B"
1989,"St2","Diastylis_glabra",0.36,"B"
1989,"St3","Diastylis_glabra",0.9,"B"
1989,"St4","Diastylis_glabra",0.22,"B"
1989,"St6","Diastylis_glabra",0.12,"B"
1989,"St7","Diastylis_glabra",0.42,"B"
1989,"St8","Diastylis_glabra",0.81,"B"
1989,"St10","Diastylis_glabra",0.16,"B"
1989,"St12","Diastylis_glabra",0.15,"B"
1989,"St14","Diastylis_glabra",0.13,"B"
1990,"St2","Diastylis_glabra",0.24,"B"
1990,"St3","Diastylis_glabra",0.33,"B"
1990,"St6","Diastylis_glabra",0.48,"B"
1990,"St8","Diastylis_glabra",0.76,"B"
1990,"St10","Diastylis_glabra",0.89,"B"
1990,"St11","Diastylis_glabra",0.05,"B"
1990,"St14","Diastylis_glabra",0.5,"B"
1990,"St15","Diastylis_glabra",0.07,"B"
1990,"St19","Diastylis_glabra",0.07,"B"
1991,"St3","Diastylis_glabra",0.02,"B"
1991,"St4","Diastylis_glabra",0.67,"B"
1991,"St6","Diastylis_glabra",0.64,"B"
1991,"St7","Diastylis_glabra",0.52,"B"
1991,"St8","Diastylis_glabra",0.83,"B"
1991,"St10","Diastylis_glabra",1.19,"B"
1991,"St14","Diastylis_glabra",0.1,"B"
1991,"St15","Diastylis_glabra",0.23,"B"
1991,"St19","Diastylis_glabra",0.17,"B"
1992,"St2","Diastylis_glabra",0.29,"B"
1992,"St3","Diastylis_glabra",0.12,"B"
1992,"St4","Diastylis_glabra",0.5,"B"
1992,"St7","Diastylis_glabra",0.24,"B"
1992,"St8","Diastylis_glabra",0.34,"B"
1992,"St10","Diastylis_glabra",0.71,"B"
1992,"St11","Diastylis_glabra",1.12,"B"
1992,"St15","Diastylis_glabra",0.24,"B"
1992,"St20","Diastylis_glabra",0.02,"B"
1993,"St3","Diastylis_glabra",0.14,"B"
1993,"St4","Diastylis_glabra",0.72,"B"
1993,"St6","Diastylis_glabra",1.95,"B"
1993,"St7","Diastylis_glabra",1.24,"B"
1993,"St8","Diastylis_glabra",0.81,"B"
1993,"St10","Diastylis_glabra",1.06,"B"
1993,"St11","Diastylis_glabra",0.74,"B"
1993,"St13","Diastylis_glabra",0.33,"B"
1993,"St14","Diastylis_glabra",1.3,"B"
1993,"St17","Diastylis_glabra",0.06,"B"
1993,"St19","Diastylis_glabra",0.15,"B"
1994,"St1","Diastylis_glabra",0.19,"B"
1994,"St2","Diastylis_glabra",0.09,"B"
1994,"St3","Diastylis_glabra",0.71,"B"
1994,"St6","Diastylis_glabra",0.15,"B"
1994,"St7","Diastylis_glabra",0.65,"B"
1994,"St10","Diastylis_glabra",0.57,"B"
1994,"St11","Diastylis_glabra",0.22,"B"
1994,"St13","Diastylis_glabra",0.16,"B"
1995,"St2","Diastylis_glabra",0.1,"B"
1995,"St4","Diastylis_glabra",0.3,"B"
1995,"St7","Diastylis_glabra",0.15,"B"
1995,"St8","Diastylis_glabra",3.57,"B"
1995,"St10","Diastylis_glabra",0.75,"B"
1995,"St11","Diastylis_glabra",0.29,"B"
1995,"St13","Diastylis_glabra",0.05,"B"
1995,"St14","Diastylis_glabra",0.28,"B"
1995,"St16","Diastylis_glabra",0.03,"B"
1995,"St17","Diastylis_glabra",0.19,"B"
1996,"St1","Diastylis_glabra",0.06,"B"
1996,"St2","Diastylis_glabra",0.2,"B"
1996,"St3","Diastylis_glabra",0.88,"B"
1996,"St4","Diastylis_glabra",0.67,"B"
1996,"St6","Diastylis_glabra",0.1,"B"
1996,"St7","Diastylis_glabra",0.94,"B"
1996,"St8","Diastylis_glabra",0.34,"B"
1996,"St11","Diastylis_glabra",1.25,"B"
1996,"St14","Diastylis_glabra",0.22,"B"
1996,"St15","Diastylis_glabra",0.17,"B"
1996,"St17","Diastylis_glabra",0.43,"B"
1997,"St1","Diastylis_glabra",0.59,"B"
1997,"St2","Diastylis_glabra",3.21,"B"
1997,"St3","Diastylis_glabra",0.86,"B"
1997,"St4","Diastylis_glabra",0.04,"B"
1997,"St5","Diastylis_glabra",0.12,"B"
1997,"St6","Diastylis_glabra",0.64,"B"
1997,"St7","Diastylis_glabra",7.42,"B"
1997,"St8","Diastylis_glabra",0.53,"B"
1997,"St10","Diastylis_glabra",0.83,"B"
1997,"St11","Diastylis_glabra",1.52,"B"
1997,"St15","Diastylis_glabra",0.2,"B"
1998,"St2","Diastylis_glabra",0.9,"B"
1998,"St3","Diastylis_glabra",2.11,"B"
1998,"St4","Diastylis_glabra",2.37,"B"
1998,"St6","Diastylis_glabra",3.58,"B"
1998,"St7","Diastylis_glabra",1.71,"B"
1998,"St8","Diastylis_glabra",0.72,"B"
1998,"St9","Diastylis_glabra",0.16,"B"
1998,"St10","Diastylis_glabra",0.9,"B"
1998,"St11","Diastylis_glabra",1.27,"B"
1998,"St12","Diastylis_glabra",0.11,"B"
1998,"St13","Diastylis_glabra",0.34,"B"
1998,"St14","Diastylis_glabra",0.65,"B"
1998,"St15","Diastylis_glabra",0.18,"B"
1998,"St17","Diastylis_glabra",0.28,"B"
1998,"St18","Diastylis_glabra",0.19,"B"
1998,"St19","Diastylis_glabra",0.22,"B"
1999,"St2","Diastylis_glabra",0.96,"B"
1999,"St3","Diastylis_glabra",0.49,"B"
1999,"St4","Diastylis_glabra",4.37,"B"
1999,"St6","Diastylis_glabra",0.08,"B"
1999,"St7","Diastylis_glabra",2.5,"B"
1999,"St8","Diastylis_glabra",5.27,"B"
1999,"St10","Diastylis_glabra",2.87,"B"
1999,"St11","Diastylis_glabra",2.14,"B"
1999,"St12","Diastylis_glabra",0.09,"B"
1999,"St18","Diastylis_glabra",0.06,"B"
2000,"St1","Diastylis_glabra",0.26,"B"
2000,"St3","Diastylis_glabra",0.77,"B"
2000,"St4","Diastylis_glabra",1.37,"B"
2000,"St5","Diastylis_glabra",0.15,"B"
2000,"St6","Diastylis_glabra",1.48,"B"
2000,"St7","Diastylis_glabra",0.46,"B"
2000,"St8","Diastylis_glabra",8.08,"B"
2000,"St10","Diastylis_glabra",0.34,"B"
2000,"St11","Diastylis_glabra",12.56,"B"
2000,"St14","Diastylis_glabra",0.54,"B"
2000,"St17","Diastylis_glabra",0.16,"B"
2000,"St18","Diastylis_glabra",0.37,"B"
2001,"St2","Diastylis_glabra",0.42,"B"
2001,"St3","Diastylis_glabra",1.73,"B"
2001,"St4","Diastylis_glabra",6.57,"B"
2001,"St6","Diastylis_glabra",7.77,"B"
2001,"St7","Diastylis_glabra",2.43,"B"
2001,"St8","Diastylis_glabra",1.67,"B"
2001,"St9","Diastylis_glabra",0.13,"B"
2001,"St10","Diastylis_glabra",9.25,"B"
2001,"St11","Diastylis_glabra",7.94,"B"
2001,"St12","Diastylis_glabra",0.07,"B"
2001,"St14","Diastylis_glabra",1.27,"B"
2001,"St15","Diastylis_glabra",0.87,"B"
2001,"St17","Diastylis_glabra",1.52,"B"
2001,"St18","Diastylis_glabra",0.31,"B"
2001,"St19","Diastylis_glabra",0.12,"B"
2002,"St1","Diastylis_glabra",0.25,"B"
2002,"St2","Diastylis_glabra",1.55,"B"
2002,"St3","Diastylis_glabra",8.71,"B"
2002,"St4","Diastylis_glabra",25.84,"B"
2002,"St6","Diastylis_glabra",5.76,"B"
2002,"St7","Diastylis_glabra",26.77,"B"
2002,"St8","Diastylis_glabra",7.88,"B"
2002,"St10","Diastylis_glabra",0.61,"B"
2002,"St11","Diastylis_glabra",13.37,"B"
2002,"St13","Diastylis_glabra",0.52,"B"
2002,"St16","Diastylis_glabra",0.06,"B"
2002,"St18","Diastylis_glabra",0.9,"B"
2002,"St20","Diastylis_glabra",0.14,"B"
2003,"St1","Diastylis_glabra",0.17,"B"
2003,"St2","Diastylis_glabra",21.14,"B"
2003,"St3","Diastylis_glabra",14.07,"B"
2003,"St4","Diastylis_glabra",26.18,"B"
2003,"St5","Diastylis_glabra",1.66,"B"
2003,"St6","Diastylis_glabra",0.8,"B"
2003,"St7","Diastylis_glabra",12.84,"B"
2003,"St8","Diastylis_glabra",33.03,"B"
2003,"St9","Diastylis_glabra",0.07,"B"
2003,"St10","Diastylis_glabra",0.13,"B"
2003,"St11","Diastylis_glabra",24.02,"B"
2003,"St13","Diastylis_glabra",0.11,"B"
2003,"St14","Diastylis_glabra",0.15,"B"
2003,"St15","Diastylis_glabra",0.3,"B"
2003,"St16","Diastylis_glabra",0.45,"B"
2003,"St17","Diastylis_glabra",0.52,"B"
2003,"St18","Diastylis_glabra",0.27,"B"
2003,"St20","Diastylis_glabra",0.39,"B"
2004,"St2","Diastylis_glabra",14.68,"B"
2004,"St3","Diastylis_glabra",31.87,"B"
2004,"St4","Diastylis_glabra",1.49,"B"
2004,"St6","Diastylis_glabra",1.08,"B"
2004,"St7","Diastylis_glabra",17.68,"B"
2004,"St8","Diastylis_glabra",0.15,"B"
2004,"St10","Diastylis_glabra",0.65,"B"
2004,"St11","Diastylis_glabra",10.11,"B"
2004,"St13","Diastylis_glabra",0.24,"B"
2004,"St14","Diastylis_glabra",0.11,"B"
2004,"St16","Diastylis_glabra",0.38,"B"
2004,"St20","Diastylis_glabra",0.6,"B"
2005,"St3","Diastylis_glabra",13.35,"B"
2005,"St6","Diastylis_glabra",0.14,"B"
2005,"St7","Diastylis_glabra",11.06,"B"
2005,"St8","Diastylis_glabra",0.35,"B"
2005,"St10","Diastylis_glabra",0.28,"B"
2005,"St11","Diastylis_glabra",12.2,"B"
2006,"St1","Diastylis_glabra",3.69456,"B"
2006,"St2","Diastylis_glabra",6.75,"B"
2006,"St3","Diastylis_glabra",9.42,"B"
2006,"St4","Diastylis_glabra",0.29,"B"
2006,"St6","Diastylis_glabra",0.31,"B"
2006,"St7","Diastylis_glabra",3.52,"B"
2006,"St11","Diastylis_glabra",8.16,"B"
2006,"St16","Diastylis_glabra",0.783333333,"B"
2007,"St2","Diastylis_glabra",1.11,"B"
2007,"St3","Diastylis_glabra",12.35,"B"
2007,"St4","Diastylis_glabra",15.21,"B"
2007,"St7","Diastylis_glabra",11.612,"B"
2007,"St8","Diastylis_glabra",7.06,"B"
2007,"St11","Diastylis_glabra",7.13,"B"
2007,"St12","Diastylis_glabra",0.67,"B"
2007,"St15","Diastylis_glabra",0.581913876,"B"
1987,"St7","Diastylis_scorpioides",0.1,"B"
1988,"St2","Diastylis_scorpioides",1.17,"B"
1988,"St3","Diastylis_scorpioides",0.21,"B"
1988,"St4","Diastylis_scorpioides",0.12,"B"
1988,"St5","Diastylis_scorpioides",0.81,"B"
1990,"St8","Diastylis_scorpioides",0.08,"B"
1992,"St6","Diastylis_scorpioides",0.66,"B"
1993,"St7","Diastylis_scorpioides",0.78,"B"
1995,"St1","Diastylis_scorpioides",0.88,"B"
1996,"St3","Diastylis_scorpioides",0.03,"B"
1996,"St4","Diastylis_scorpioides",0.77,"B"
1996,"St8","Diastylis_scorpioides",0.03,"B"
1996,"St11","Diastylis_scorpioides",0.02,"B"
1997,"St2","Diastylis_scorpioides",0.5,"B"
1997,"St4","Diastylis_scorpioides",0.62,"B"
1997,"St6","Diastylis_scorpioides",0.03,"B"
1997,"St7","Diastylis_scorpioides",0.09,"B"
1997,"St10","Diastylis_scorpioides",0.26,"B"
1997,"St11","Diastylis_scorpioides",0.24,"B"
1998,"St2","Diastylis_scorpioides",0.09,"B"
1998,"St3","Diastylis_scorpioides",0.16,"B"
1998,"St7","Diastylis_scorpioides",0.33,"B"
1999,"St7","Diastylis_scorpioides",0.49,"B"
1999,"St11","Diastylis_scorpioides",0.12,"B"
2000,"St8","Diastylis_scorpioides",0.35,"B"
2000,"St10","Diastylis_scorpioides",0.73,"B"
2001,"St3","Diastylis_scorpioides",0.09,"B"
2001,"St4","Diastylis_scorpioides",0.08,"B"
2001,"St7","Diastylis_scorpioides",0.56,"B"
2001,"St11","Diastylis_scorpioides",0.14,"B"
2002,"St6","Diastylis_scorpioides",0.18,"B"
2002,"St8","Diastylis_scorpioides",0.4,"B"
2004,"St6","Diastylis_scorpioides",0.7,"B"
1987,"St6","Diastylis_sulcata",0.05,"B"
1987,"St7","Diastylis_sulcata",0.06,"B"
1988,"St3","Diastylis_sulcata",0.09,"B"
1988,"St5","Diastylis_sulcata",0.12,"B"
1988,"St11","Diastylis_sulcata",0.07,"B"
1989,"St3","Diastylis_sulcata",0.1,"B"
1989,"St4","Diastylis_sulcata",0.16,"B"
1989,"St8","Diastylis_sulcata",0.03,"B"
1989,"St11","Diastylis_sulcata",0.04,"B"
1989,"St18","Diastylis_sulcata",0.06,"B"
1990,"St10","Diastylis_sulcata",0.1,"B"
1992,"St6","Diastylis_sulcata",0.2,"B"
1993,"St3","Diastylis_sulcata",0.06,"B"
1993,"St4","Diastylis_sulcata",0.02,"B"
1994,"St2","Diastylis_sulcata",0.17,"B"
1994,"St3","Diastylis_sulcata",0.03,"B"
1995,"St3","Diastylis_sulcata",0.06,"B"
1995,"St4","Diastylis_sulcata",0.08,"B"
1996,"St7","Diastylis_sulcata",0.02,"B"
1997,"St3","Diastylis_sulcata",0.14,"B"
1997,"St5","Diastylis_sulcata",0.06,"B"
1997,"St7","Diastylis_sulcata",0.02,"B"
1998,"St3","Diastylis_sulcata",0.31,"B"
1998,"St7","Diastylis_sulcata",0.16,"B"
1999,"St3","Diastylis_sulcata",0.15,"B"
1999,"St5","Diastylis_sulcata",0.34,"B"
1999,"St11","Diastylis_sulcata",0.08,"B"
1999,"St18","Diastylis_sulcata",0.2,"B"
2000,"St5","Diastylis_sulcata",0.07,"B"
2000,"St8","Diastylis_sulcata",0.14,"B"
2000,"St11","Diastylis_sulcata",0.04,"B"
2000,"St12","Diastylis_sulcata",0.06,"B"
2001,"St1","Diastylis_sulcata",0.34,"B"
2001,"St3","Diastylis_sulcata",0.02,"B"
2001,"St4","Diastylis_sulcata",0.02,"B"
2001,"St5","Diastylis_sulcata",0.28,"B"
2001,"St10","Diastylis_sulcata",0.1,"B"
2001,"St11","Diastylis_sulcata",0.04,"B"
2001,"St12","Diastylis_sulcata",0.19,"B"
2002,"St3","Diastylis_sulcata",0.5,"B"
2002,"St7","Diastylis_sulcata",0.11,"B"
2002,"St11","Diastylis_sulcata",0.04,"B"
2002,"St20","Diastylis_sulcata",0.04,"B"
2003,"St3","Diastylis_sulcata",0.29,"B"
2003,"St4","Diastylis_sulcata",0.12,"B"
2003,"St7","Diastylis_sulcata",0.04,"B"
2004,"St2","Diastylis_sulcata",0.16,"B"
2004,"St3","Diastylis_sulcata",0.3,"B"
2004,"St11","Diastylis_sulcata",0.06,"B"
2005,"St3","Diastylis_sulcata",0.75,"B"
2005,"St7","Diastylis_sulcata",0.25,"B"
2005,"St11","Diastylis_sulcata",0.15,"B"
2006,"St2","Diastylis_sulcata",0.1,"B"
2006,"St3","Diastylis_sulcata",0.19,"B"
2006,"St7","Diastylis_sulcata",0.07,"B"
2006,"St11","Diastylis_sulcata",0.06,"B"
2007,"St2","Diastylis_sulcata",0.08,"B"
2007,"St3","Diastylis_sulcata",0.06,"B"
2007,"St7","Diastylis_sulcata",2.449333333,"B"
2007,"St8","Diastylis_sulcata",0.14,"B"
2007,"St11","Diastylis_sulcata",0.04,"B"
1992,"St9","Gammarus_sp.",0.02,"B"
1992,"St17","Gammarus_sp.",0.06,"B"
1994,"St13","Gammarus_sp.",0.09,"B"
1994,"St15","Gammarus_sp.",8.27,"B"
1994,"St16","Gammarus_sp.",0.15,"B"
1994,"St18","Gammarus_sp.",6.8,"B"
1995,"St9","Gammarus_sp.",0.02,"B"
1996,"St5","Gammarus_sp.",1.62,"B"
1996,"St12","Gammarus_sp.",15.2,"B"
1996,"St15","Gammarus_sp.",1.95,"B"
1996,"St19","Gammarus_sp.",13.1,"B"
1997,"St12","Gammarus_sp.",8,"B"
1997,"St20","Gammarus_sp.",6.67,"B"
2002,"St13","Gammarus_sp.",0.04,"B"
2005,"St12","Gammarus_sp.",3.65,"B"
1993,"St3","Jaera_sp.",0.17,"B"
1993,"St6","Jaera_sp.",0.01,"B"
1994,"St7","Jaera_sp.",0.01,"B"
1995,"St17","Jaera_sp.",0.01,"B"
1999,"St1","Jaera_sp.",0.02,"B"
1999,"St18","Jaera_sp.",0.01,"B"
2000,"St5","Jaera_sp.",0.01,"B"
2001,"St1","Jaera_sp.",0.03,"B"
2001,"St19","Jaera_sp.",0.01,"B"
2002,"St12","Jaera_sp.",0.05,"B"
2003,"St12","Jaera_sp.",0.02,"B"
2003,"St19","Jaera_sp.",0.03,"B"
2004,"St5","Jaera_sp.",0.01,"B"
2004,"St16","Jaera_sp.",0.01,"B"
2006,"St9","Jaera_sp.",0.05,"B"
1994,"St6","Lamprops_fuscata",0.01,"B"
1995,"St15","Lamprops_fuscata",0.02,"B"
1997,"St1","Lamprops_fuscata",0.01,"B"
1997,"St5","Lamprops_fuscata",0.04,"B"
1997,"St13","Lamprops_fuscata",0.01,"B"
2006,"St20","Lamprops_fuscata",0.0218,"B"
1998,"St3","Leucon_nasicoides",0.01,"B"
2005,"St3","Leucon_nasicoides",0.02,"B"
2005,"St4","Leucon_nasicoides",0.03,"B"
2006,"St2","Leucon_nasicoides",0.01,"B"
2007,"St3","Leucon_nasicoides",0.02,"B"
1987,"St1","Monoculodes_sp.",0.06,"B"
1987,"St2","Monoculodes_sp.",0.01,"B"
1987,"St5","Monoculodes_sp.",0.1,"B"
1987,"St12","Monoculodes_sp.",0.04,"B"
1987,"St16","Monoculodes_sp.",0.07,"B"
1987,"St17","Monoculodes_sp.",0.01,"B"
1987,"St20","Monoculodes_sp.",0.44,"B"
1988,"St18","Monoculodes_sp.",0.22,"B"
1989,"St2","Monoculodes_sp.",0.02,"B"
1989,"St4","Monoculodes_sp.",0.02,"B"
1989,"St10","Monoculodes_sp.",0.01,"B"
1989,"St13","Monoculodes_sp.",0.01,"B"
1989,"St16","Monoculodes_sp.",0.11,"B"
1989,"St19","Monoculodes_sp.",0.05,"B"
1990,"St2","Monoculodes_sp.",0.02,"B"
1990,"St6","Monoculodes_sp.",0.05,"B"
1990,"St9","Monoculodes_sp.",0.01,"B"
1990,"St10","Monoculodes_sp.",0.02,"B"
1990,"St16","Monoculodes_sp.",0.2,"B"
1990,"St17","Monoculodes_sp.",0.15,"B"
1990,"St18","Monoculodes_sp.",0.03,"B"
1990,"St19","Monoculodes_sp.",0.07,"B"
1991,"St1","Monoculodes_sp.",0.02,"B"
1991,"St3","Monoculodes_sp.",0.03,"B"
1991,"St16","Monoculodes_sp.",0.05,"B"
1992,"St1","Monoculodes_sp.",0.02,"B"
1992,"St4","Monoculodes_sp.",0.02,"B"
1992,"St8","Monoculodes_sp.",0.03,"B"
1992,"St10","Monoculodes_sp.",0.02,"B"
1992,"St13","Monoculodes_sp.",0.04,"B"
1992,"St17","Monoculodes_sp.",0.02,"B"
1992,"St18","Monoculodes_sp.",0.4,"B"
1992,"St19","Monoculodes_sp.",0.02,"B"
1992,"St20","Monoculodes_sp.",0.02,"B"
1993,"St6","Monoculodes_sp.",0.02,"B"
1993,"St13","Monoculodes_sp.",0.02,"B"
1993,"St15","Monoculodes_sp.",0.04,"B"
1993,"St16","Monoculodes_sp.",0.04,"B"
1993,"St17","Monoculodes_sp.",0.02,"B"
1993,"St18","Monoculodes_sp.",0.02,"B"
1993,"St20","Monoculodes_sp.",0.05,"B"
1994,"St1","Monoculodes_sp.",0.07,"B"
1994,"St7","Monoculodes_sp.",0.01,"B"
1994,"St9","Monoculodes_sp.",0.02,"B"
1994,"St10","Monoculodes_sp.",0.03,"B"
1994,"St13","Monoculodes_sp.",0.01,"B"
1994,"St14","Monoculodes_sp.",0.01,"B"
1994,"St19","Monoculodes_sp.",0.02,"B"
1995,"St1","Monoculodes_sp.",0.09,"B"
1995,"St2","Monoculodes_sp.",0.04,"B"
1995,"St3","Monoculodes_sp.",0.04,"B"
1995,"St4","Monoculodes_sp.",0.02,"B"
1995,"St9","Monoculodes_sp.",0.05,"B"
1995,"St12","Monoculodes_sp.",0.02,"B"
1995,"St15","Monoculodes_sp.",0.06,"B"
1995,"St16","Monoculodes_sp.",0.07,"B"
1995,"St17","Monoculodes_sp.",0.05,"B"
1995,"St18","Monoculodes_sp.",0.02,"B"
1995,"St20","Monoculodes_sp.",0.1,"B"
1996,"St1","Monoculodes_sp.",0.01,"B"
1996,"St3","Monoculodes_sp.",0.01,"B"
1996,"St4","Monoculodes_sp.",0.06,"B"
1996,"St5","Monoculodes_sp.",0.06,"B"
1996,"St6","Monoculodes_sp.",0.02,"B"
1996,"St8","Monoculodes_sp.",0.04,"B"
1996,"St15","Monoculodes_sp.",0.06,"B"
1996,"St16","Monoculodes_sp.",0.13,"B"
1996,"St18","Monoculodes_sp.",0.01,"B"
1996,"St20","Monoculodes_sp.",0.05,"B"
2000,"St1","Monoculodes_sp.",0.03,"B"
2000,"St3","Monoculodes_sp.",0.03,"B"
2000,"St5","Monoculodes_sp.",0.1,"B"
2000,"St6","Monoculodes_sp.",0.05,"B"
2000,"St8","Monoculodes_sp.",0.01,"B"
2000,"St10","Monoculodes_sp.",0.13,"B"
2000,"St12","Monoculodes_sp.",0.2,"B"
2000,"St13","Monoculodes_sp.",0.02,"B"
2000,"St14","Monoculodes_sp.",0.04,"B"
2000,"St15","Monoculodes_sp.",0.02,"B"
2000,"St17","Monoculodes_sp.",0.16,"B"
2000,"St18","Monoculodes_sp.",0.04,"B"
2001,"St17","Monoculodes_sp.",0.07,"B"
2001,"St18","Monoculodes_sp.",0.02,"B"
2002,"St1","Monoculodes_sp.",0.11,"B"
2002,"St4","Monoculodes_sp.",0.02,"B"
2002,"St6","Monoculodes_sp.",0.04,"B"
2002,"St8","Monoculodes_sp.",0.21,"B"
2002,"St10","Monoculodes_sp.",0.05,"B"
2002,"St11","Monoculodes_sp.",0.03,"B"
2002,"St14","Monoculodes_sp.",0.09,"B"
2002,"St16","Monoculodes_sp.",0.01,"B"
2002,"St17","Monoculodes_sp.",0.01,"B"
2002,"St19","Monoculodes_sp.",0.01,"B"
2003,"St1","Monoculodes_sp.",0.1,"B"
2003,"St5","Monoculodes_sp.",0.07,"B"
2003,"St6","Monoculodes_sp.",0.37,"B"
2003,"St8","Monoculodes_sp.",0.09,"B"
2003,"St10","Monoculodes_sp.",0.19,"B"
2003,"St11","Monoculodes_sp.",0.04,"B"
2003,"St14","Monoculodes_sp.",0.24,"B"
2003,"St16","Monoculodes_sp.",0.03,"B"
2003,"St17","Monoculodes_sp.",0.02,"B"
2003,"St18","Monoculodes_sp.",0.03,"B"
2004,"St1","Monoculodes_sp.",0.15,"B"
2004,"St3","Monoculodes_sp.",0.02,"B"
2004,"St5","Monoculodes_sp.",0.02,"B"
2004,"St6","Monoculodes_sp.",0.1,"B"
2004,"St8","Monoculodes_sp.",0.16,"B"
2004,"St9","Monoculodes_sp.",0.01,"B"
2004,"St10","Monoculodes_sp.",0.5,"B"
2004,"St11","Monoculodes_sp.",0.1,"B"
2004,"St12","Monoculodes_sp.",0.01,"B"
2004,"St13","Monoculodes_sp.",0.02,"B"
2004,"St14","Monoculodes_sp.",0.2,"B"
2004,"St15","Monoculodes_sp.",0.48,"B"
2004,"St16","Monoculodes_sp.",0.45,"B"
2004,"St17","Monoculodes_sp.",0.26,"B"
2004,"St18","Monoculodes_sp.",0.47,"B"
2004,"St19","Monoculodes_sp.",0.01,"B"
2004,"St20","Monoculodes_sp.",0.02,"B"
2005,"St3","Monoculodes_sp.",0.03,"B"
2005,"St4","Monoculodes_sp.",0.03,"B"
2005,"St8","Monoculodes_sp.",0.18,"B"
2005,"St10","Monoculodes_sp.",0.15,"B"
2005,"St11","Monoculodes_sp.",0.04,"B"
2005,"St13","Monoculodes_sp.",0.1,"B"
2005,"St14","Monoculodes_sp.",0.03,"B"
2005,"St15","Monoculodes_sp.",0.01,"B"
2005,"St17","Monoculodes_sp.",0.03,"B"
2006,"St2","Monoculodes_sp.",0.03,"B"
2006,"St4","Monoculodes_sp.",0.03,"B"
2006,"St5","Monoculodes_sp.",0.02,"B"
2006,"St6","Monoculodes_sp.",0.11,"B"
2006,"St11","Monoculodes_sp.",0.04,"B"
2006,"St13","Monoculodes_sp.",0.0908,"B"
2006,"St15","Monoculodes_sp.",0.18816,"B"
2006,"St16","Monoculodes_sp.",0.125333333,"B"
2006,"St17","Monoculodes_sp.",0.2,"B"
2006,"St18","Monoculodes_sp.",0.01,"B"
2006,"St19","Monoculodes_sp.",0.158105263,"B"
2006,"St20","Monoculodes_sp.",0.109,"B"
2007,"St2","Monoculodes_sp.",0.06,"B"
2007,"St3","Monoculodes_sp.",0.08,"B"
2007,"St4","Monoculodes_sp.",0.09,"B"
2007,"St6","Monoculodes_sp.",2.363636364,"B"
2007,"St7","Monoculodes_sp.",0.082,"B"
2007,"St10","Monoculodes_sp.",0.94,"B"
2007,"St11","Monoculodes_sp.",0.33,"B"
2007,"St12","Monoculodes_sp.",0.68,"B"
2007,"St13","Monoculodes_sp.",0.1,"B"
2007,"St14","Monoculodes_sp.",0.113052632,"B"
2006,"St18","Mysis_mixta",0.51,"B"
2007,"St2","Mysis_mixta",0.91,"B"
2007,"St14","Mysis_mixta",0.32,"B"
1992,"St9","Mysis_oculata",0.39,"B"
1993,"St1","Mysis_oculata",0.62,"B"
1994,"St17","Mysis_oculata",0.06,"B"
1998,"St8","Mysis_oculata",0.21,"B"
1998,"St9","Mysis_oculata",0.32,"B"
1987,"St12","Orchomenella_minuta",0.22,"B"
1987,"St20","Orchomenella_minuta",0.73,"B"
1988,"St18","Orchomenella_minuta",0.83,"B"
1989,"St12","Orchomenella_minuta",0.14,"B"
1989,"St13","Orchomenella_minuta",0.07,"B"
1989,"St15","Orchomenella_minuta",0.02,"B"
1990,"St3","Orchomenella_minuta",0.01,"B"
1990,"St19","Orchomenella_minuta",0.15,"B"
1990,"St20","Orchomenella_minuta",0.05,"B"
