"ID","Species","Date","Region","Name","N_eggs","W_test","Value","Type"
"4414_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_40",40,"Diametr"
"4416_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_40",40,"Diametr"
"4417_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",2,"D_40",40,"Diametr"
"4418_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_27",27,"Diametr"
"4420_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",2,"D_33",33,"Diametr"
"4424_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",7,"D_27",27,"Diametr"
"4425_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_26",26,"Diametr"
"4430_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_27",27,"Diametr"
"4441_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",2,"D_27",27,"Diametr"
"4444_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_30",30,"Diametr"
"4445_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_10",10,"Diametr"
"4451_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",8,"D_31",31,"Diametr"
"4455_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_38",38,"Diametr"
"4456_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_35",35,"Diametr"
"4458_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_37",37,"Diametr"
"4460_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_15",15,"Diametr"
"4461_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_29",29,"Diametr"
"4462_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",7,"D_42",42,"Diametr"
"4465_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_35",35,"Diametr"
"4468_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"D_36",36,"Diametr"
"4469_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_27",27,"Diametr"
"4470_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_30",30,"Diametr"
"4471_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_10",10,"Diametr"
"4472_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_27",27,"Diametr"
"4474_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_19",19,"Diametr"
"4475_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_29",29,"Diametr"
"4476_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"D_30",30,"Diametr"
"4479_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_23",23,"Diametr"
"4480_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_28",28,"Diametr"
"4483_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_31",31,"Diametr"
"4484_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"D_31",31,"Diametr"
"4485_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_35",35,"Diametr"
"4486_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_35",35,"Diametr"
"4487_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_42",42,"Diametr"
"4490_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_39",39,"Diametr"
"4491_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_27",27,"Diametr"
"4492_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_16",16,"Diametr"
"4494_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_37",37,"Diametr"
"4497_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"D_32",32,"Diametr"
"4499_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"D_32",32,"Diametr"
"4500_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"D_25",25,"Diametr"
"4501_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",1,"D_33",33,"Diametr"
"4503_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",7,"D_35",35,"Diametr"
"4504_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"D_11",11,"Diametr"
"4526_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"D_45",45,"Diametr"
"4527_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_36",36,"Diametr"
"4528_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"D_21",21,"Diametr"
"4529_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",7,"D_10",10,"Diametr"
"4530_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"D_38",38,"Diametr"
"4531_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"D_38",38,"Diametr"
"4532_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_41",41,"Diametr"
"4538_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",7,"D_36",36,"Diametr"
"4545_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_29",29,"Diametr"
"4546_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_21",21,"Diametr"
"4552_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"D_35",35,"Diametr"
"4554_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"D_35",35,"Diametr"
"4556_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"D_25",25,"Diametr"
"4559_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"D_40",40,"Diametr"
"4563_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_30",30,"Diametr"
"4565_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_36",36,"Diametr"
"4566_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"D_30",30,"Diametr"
"4567_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"D_39",39,"Diametr"
"4568_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"D_29",29,"Diametr"
"4575_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_32",32,"Diametr"
"4576_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_31",31,"Diametr"
"4578_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"D_38",38,"Diametr"
"4579_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"D_26",26,"Diametr"
"4582_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"D_35",35,"Diametr"
"4583_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"D_34",34,"Diametr"
"4600_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",2,"D_32",32,"Diametr"
"4602_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_15",15,"Diametr"
"4605_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_34",34,"Diametr"
"4606_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"D_20",20,"Diametr"
"4608_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_38",38,"Diametr"
"4615_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_12",12,"Diametr"
"4616_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_32",32,"Diametr"
"4620_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",1,"D_37",37,"Diametr"
"4623_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_25",25,"Diametr"
"4625_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_22",22,"Diametr"
"4647_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_26",26,"Diametr"
"4652_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_29",29,"Diametr"
"4656_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_18",18,"Diametr"
"4664_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",2,"D_23",23,"Diametr"
"4668_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"D_27",27,"Diametr"
"4676_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_12",12,"Diametr"
"4677_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",2,"D_31",31,"Diametr"
"4680_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"D_34",34,"Diametr"
"4683_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"D_10",10,"Diametr"
"4685_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"D_19",19,"Diametr"
"4693_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"D_44",44,"Diametr"
"4700_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_34",34,"Diametr"
"4706_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"D_29",29,"Diametr"
"4708_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",5,"D_30",30,"Diametr"
"4711_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",6,"D_24",24,"Diametr"
"4712_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",5,"D_32",32,"Diametr"
"4714_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",4,"D_39",39,"Diametr"
"4721_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",3,"D_31",31,"Diametr"
"4724_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",4,"D_24",24,"Diametr"
"4726_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"D_27",27,"Diametr"
"4728_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",6,"D_42",42,"Diametr"
"4729_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"D_16",16,"Diametr"
"4730_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",3,"D_22",22,"Diametr"
"4733_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"D_25",25,"Diametr"
"4740_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"D_25",25,"Diametr"
"4741_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",3,"D_42",42,"Diametr"
"4743_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"D_35",35,"Diametr"
"4754_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",5,"D_29",29,"Diametr"
"4759_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",6,"D_30",30,"Diametr"
"4760_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",4,"D_26",26,"Diametr"
"4761_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",4,"D_30",30,"Diametr"
"4766_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",5,"D_21",21,"Diametr"
"4775_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",8,"D_46",46,"Diametr"
"4776_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",7,"D_26",26,"Diametr"
"4777_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",2,"D_10",10,"Diametr"
"4780_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"D_36",36,"Diametr"
"4782_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",3,"D_32",32,"Diametr"
"4784_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"D_36",36,"Diametr"
"4794_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",6,"D_30",30,"Diametr"
"4795_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",5,"D_25",25,"Diametr"
"4796_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_30",30,"Diametr"
"4797_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_27",27,"Diametr"
"4798_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_34",34,"Diametr"
"4799_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_5",5,"Diametr"
"4800_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_22",22,"Diametr"
"4801_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_35",35,"Diametr"
"4803_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_28",28,"Diametr"
"4804_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_19",19,"Diametr"
"4805_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_30",30,"Diametr"
"4807_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_32",32,"Diametr"
"4809_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_32",32,"Diametr"
"4811_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_22",22,"Diametr"
"4812_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",2,"D_20",20,"Diametr"
"4813_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_32",32,"Diametr"
"4815_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_25",25,"Diametr"
"4816_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_16",16,"Diametr"
"4818_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_40",40,"Diametr"
"4819_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_24",24,"Diametr"
"4820_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_35",35,"Diametr"
"4821_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",2,"D_26",26,"Diametr"
"4822_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"D_42",42,"Diametr"
"4823_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_34",34,"Diametr"
"4826_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",7,"D_31",31,"Diametr"
"4827_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"D_34",34,"Diametr"
"4836_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Смородинная",5,"D_40",40,"Diametr"
"4837_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Смородинная",4,"D_36",36,"Diametr"
"4838_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Смородинная",7,"D_36",36,"Diametr"
"4840_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Северная",4,"D_10",10,"Diametr"
"4845_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_34",34,"Diametr"
"4847_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",5,"D_25",25,"Diametr"
"4848_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_25",25,"Diametr"
"4849_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_33",33,"Diametr"
"4850_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",5,"D_35",35,"Diametr"
"4851_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_35",35,"Diametr"
"4852_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",1,"D_45",45,"Diametr"
"4853_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",3,"D_40",40,"Diametr"
"4854_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_12",12,"Diametr"
"4855_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",4,"D_31",31,"Diametr"
"4856_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"D_31",31,"Diametr"
"4857_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"D_40",40,"Diametr"
"4859_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",5,"D_30",30,"Diametr"
"4862_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",6,"D_15",15,"Diametr"
"4864_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"D_27",27,"Diametr"
"4866_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"D_22",22,"Diametr"
"4867_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"D_36",36,"Diametr"
"4871_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",6,"D_20",20,"Diametr"
"4872_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",5,"D_32",32,"Diametr"
"4875_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",5,"D_25",25,"Diametr"
"4876_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",7,"D_32",32,"Diametr"
"4880_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_40",40,"Diametr"
"4881_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_30",30,"Diametr"
"4882_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_35",35,"Diametr"
"4883_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",6,"D_36",36,"Diametr"
"4885_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_26",26,"Diametr"
"4886_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",6,"D_36",36,"Diametr"
"4887_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_12",12,"Diametr"
"4891_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_37",37,"Diametr"
"4892_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_31",31,"Diametr"
"4899_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_39",39,"Diametr"
"4900_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_32",32,"Diametr"
"4901_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_35",35,"Diametr"
"4902_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_23",23,"Diametr"
"4904_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"D_36",36,"Diametr"
"4905_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",2,"D_26",26,"Diametr"
"4906_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",2,"D_34",34,"Diametr"
"4908_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"D_37",37,"Diametr"
"4909_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",8,"D_34",34,"Diametr"
"4912_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",6,"D_30",30,"Diametr"
"4914_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",10,"D_41",41,"Diametr"
"4915_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",4,"D_20",20,"Diametr"
"4918_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",10,"D_34",34,"Diametr"
"4920_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"D_27",27,"Diametr"
"4923_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"D_37",37,"Diametr"
"4928_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",3,"D_27",27,"Diametr"
"4931_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",5,"D_29",29,"Diametr"
"4933_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",2,"D_36",36,"Diametr"
"4934_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_17",17,"Diametr"
"4935_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",2,"D_40",40,"Diametr"
"4936_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_32",32,"Diametr"
"4937_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",1,"D_43",43,"Diametr"
"4938_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",5,"D_35",35,"Diametr"
"4939_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",7,"D_37",37,"Diametr"
"4940_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",3,"D_19",19,"Diametr"
"4941_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_33",33,"Diametr"
"4943_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",2,"D_29",29,"Diametr"
"4944_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_30",30,"Diametr"
"4945_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",5,"D_34",34,"Diametr"
"4947_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_35",35,"Diametr"
"4948_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_40",40,"Diametr"
"4949_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",5,"D_38",38,"Diametr"
"4950_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",5,"D_33",33,"Diametr"
"4951_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"D_32",32,"Diametr"
"4954_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",3,"D_38",38,"Diametr"
"4955_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Добрушка",4,"D_38",38,"Diametr"
"4958_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"D_19",19,"Diametr"
"4960_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"D_21",21,"Diametr"
"4965_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"D_26",26,"Diametr"
"4966_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"D_16",16,"Diametr"
"4967_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"D_36",36,"Diametr"
"4968_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"D_32",32,"Diametr"
"4977_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",2,"D_34",34,"Diametr"
"4979_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"D_26",26,"Diametr"
"4984_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",5,"D_13",13,"Diametr"
"4987_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"D_31",31,"Diametr"
"4988_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"D_25",25,"Diametr"
"4989_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"D_36",36,"Diametr"
"4991_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"D_29",29,"Diametr"
"4993_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",2,"D_25",25,"Diametr"
"4995_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",6,"D_33",33,"Diametr"
"4996_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"D_17",17,"Diametr"
"4997_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",2,"D_30",30,"Diametr"
"4999_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"D_39",39,"Diametr"
"5001_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",6,"D_42",42,"Diametr"
"5003_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"D_19",19,"Diametr"
"5007_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",6,"D_37",37,"Diametr"
"5010_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"D_28",28,"Diametr"
"5012_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",2,"D_30",30,"Diametr"
"5015_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",2,"D_12",12,"Diametr"
